BRAND,COLOUR,CONDITION,CONTRACT,MEMORY,MOBOS,MODEL,PRICE
Samsung,black,excellent,Unlocked,64,android,NOTE 5,$249 
Apple,unknow,Unknown,T-Mobile,256,apple iOS,Iphone X,$450 
Apple,gold,excellent,Unlocked,16,apple iOS,Samsung Galaxy,$99 
Samsung,unknow,like new,Unlocked,64,android,s8,$300 
Apple,black,good,Unlocked,256,apple iOS,IPHONE 6S,$120 
Samsung,unknow,like new,Unlocked,64,android,Note 8,$310 
Apple,black,excellent,Unlocked,128,apple iOS,IPHONE 7 PLUS,$270 
Apple,silver,like new,Unlocked,64,apple iOS,IPHONE 6S,$200 
Apple,silver,Unknown,Unlocked,64,apple iOS,Iphone X,$600 
Apple,silver,Unknown,Unlocked,64,apple iOS,xs max,$750 
Apple,black,excellent,Unlocked,128,apple iOS,IPHONE 6S,$220 
Apple,gold,like new,Sprint,64,apple iOS,iPhone 8 Plus,$300 
Apple,gray,like new,T-Mobile,64,apple iOS,IPHONE 6S,$200 
Apple,gold,good,Unlocked,32,apple iOS,Samsung Galaxy,$99 
Apple,unknow,like new,Unlocked,128,apple iOS,IPHONE 7 PLUS,$350 
Apple,silver,excellent,Unlocked,128,apple iOS,IPHONE 7 PLUS,$250 
Apple,black,like new,Unlocked,64,apple iOS,Samsung Galaxy,$99 
Apple,unknow,Unknown,Unlocked,0,apple iOS,iPhone 8 Plus,$450 
Apple,red,excellent,Unlocked,64,apple iOS,6 PLUS,$100 
Lg,black,good,Unlocked,32,android,V30,$180 
Apple,unknow,good,Unlocked,128,apple iOS,IPHONE 7,$329 
Samsung,unknow,like new,Unlocked,64,android,Note 8,$320 
Apple,gold,like new,Unlocked,64,apple iOS,IPHONE 7 PLUS,$300 
Apple,gold,good,Unlocked,64,apple iOS,Samsung Galaxy,$99 
Apple,silver,excellent,Unlocked,64,apple iOS,IPHONE 6S,$200 
Apple,black,like new,Unlocked,16,apple iOS,IPHONE 6,$89 
Apple,unknow,Unknown,At&t,0,apple iOS,Iphone X,$800 
Apple,gold,excellent,T-Mobile,32,apple iOS,iPhone 5C Unlocked,$65 
Apple,black,like new,At&t,256,apple iOS,IPHONE 7,$300 
Lg,white,like new,Unlocked,32,android,Galaxy Core Prime,$40 
Samsung,unknow,fair,Unlocked,128,android,S10,$450 
Apple,Grey,Unknown,Unlocked,256,apple iOS,xs max,$850 
Apple,black,like new,Unlocked,32,apple iOS,IPHONE 6 PLUS,$140 
Apple,unknow,Unknown,Unlocked,64,apple iOS,Iphone X,$469 
Apple,unknow,Unknown,Unlocked,64,apple iOS,Iphone X,$600 
Apple,black,excellent,Unlocked,32,apple iOS,s7,$80 
Apple,gray,like new,Unlocked,64,apple iOS,s7,$80 
Apple,unknow,Unknown,Unlocked,64,apple iOS,iPhone 8 Plus,$480 
Samsung,unknow,Unknown,Unlocked,0,android,S10,$1000 
Apple,black,like new,T-Mobile,64,apple iOS,XR,$400 
Samsung,gray,like new,Unlocked,32,android,Galaxy S10,$200 
Apple,gray,excellent,Unlocked,32,apple iOS,IPHONE 6S,$120 
Apple,gray,Unknown,Unlocked,512,apple iOS,xs max,$1050 
Samsung,unknow,like new,Unlocked,0,android,s9+,$540 
Apple,unknow,good,Unlocked,64,apple iOS,iphone 8,$315 
Apple,unknow,Unknown,T-Mobile,0,apple iOS,iPhone 8 Plus,$450 
Apple,unknow,excellent,T-Mobile,64,apple iOS,iPhone 8 Plus,$390 
Apple,unknow,like new,Unlocked,64,apple iOS,IPHONE 7 PLUS,$300 
Apple,gray,Unknown,Unlocked,256,apple iOS,Iphone X,$525 
Apple,rose,fair,Unlocked,32,apple iOS,samsung A20,$70 
Apple,silver,like new,T-Mobile,32,apple iOS,IPHONE 6,$150 
Apple,red,like new,Unlocked,64,apple iOS,IPHONE 6,$80 
Apple,rose,good,Sprint,64,apple iOS,IPHONE 6S,$125 
Apple,gray,Unknown,Unlocked,256,apple iOS,Iphone X,$500 
Samsung,red,like new,At&t,64,android,SM-G925A - 32GB,$130 
Apple,gold,Unknown,Unlocked,0,apple iOS,XS,$600 
Apple,unknow,Unknown,Unlocked,64,apple iOS,Iphone X,$500 
Samsung,gray,like new,Verizon,64,android,Galaxy s9+,$150 
Apple,gold,like new,Unlocked,32,apple iOS,IPHONE 7,$50 
Samsung,black,like new,Unlocked,32,android,Galaxy S5,$50 
Apple,unknow,Unknown,At&t,256,apple iOS,XS,$900 
Apple,white,Unknown,Unlocked,64,apple iOS,Iphone X,$700 
Apple,rose,like new,Unlocked,32,apple iOS,6 16 GB,$65 
Apple,gold,good,Unlocked,256,apple iOS,XS,$750 
Apple,white,like new,At&t,64,apple iOS,IPHONE 6,$175 
Apple,white,like new,At&t,64,apple iOS,6 PLUS,$220 
Apple,unknow,Unknown,Unlocked,0,apple iOS,Iphone X,$450 
Apple,red,like new,Sprint,256,apple iOS,iPhone 8 Plus,$290 
Samsung,unknow,Unknown,Unlocked,64,android,S8+,$550 
Apple,black,excellent,Unlocked,256,apple iOS,IPHONE 6,$160 
Apple,unknow,Unknown,Unlocked,128,apple iOS,XR,$550 
Apple,gold,like new,Verizon,32,apple iOS,IPHONE 7,$240 
Apple,unknow,Unknown,At&t,256,apple iOS,Iphone X,$620 
Apple,silver,good,Sprint,64,apple iOS,IPHONE 7 PLUS,$200 
Huawei,blue,excellent,Unlocked,64,android,8,$150 
Lg,Grey,like new,Unlocked,64,android,v35,$300 
Samsung,unknow,Unknown,Unlocked,256,android,Note 10 Plus,$900 
Samsung,unknow,like new,Unlocked,64,android,Note 8,$360 
Samsung,rose,like new,Unlocked,64,android,s8,$280 
Apple,unknow,like new,Unlocked,256,apple iOS,Iphone X,$579 
Apple,Grey,Unknown,Unlocked,64,apple iOS,XR,$600 
Samsung,black,like new,Unlocked,64,android,Note 8,$360 
Samsung,unknow,Unknown,Unlocked,512,android,note 9,$550 
Samsung,unknow,Unknown,Unlocked,0,android,s9+,$500 
Apple,unknow,like new,Unlocked,256,apple iOS,XS,$900 
Apple,unknow,Unknown,Unlocked,256,apple iOS,Iphone X,$600 
Apple,unknow,like new,Unlocked,256,apple iOS,Iphone X,$579 
Apple,blue,like new,Unlocked,16,apple iOS,Nexus 6,$60 
Apple,gray,good,At&t,64,apple iOS,xs max,$600 
Apple,gold,good,Unlocked,64,apple iOS,iPhone 8 Plus,$550 
Apple,unknow,Unknown,Unlocked,64,apple iOS,Iphone X,$550 
Apple,gray,Unknown,Unlocked,256,apple iOS,iPhone 8 Plus,$590 
Samsung,black,like new,At&t,64,android,s8,$285 
Samsung,black,Unknown,Unlocked,256,android,note 10 plus,$900 
Google,rose,like new,Unlocked,64,android,Note 9,$200 
Samsung,gray,like new,Unlocked,16,android,G3/LS990,$45 
Apple,gray,like new,Unlocked,64,apple iOS,X,$200 
Apple,gray,Unknown,Unlocked,512,apple iOS,xs max,$960 
Apple,gold,Unknown,At&t,256,apple iOS,Iphone 11,$1000 
Apple,unknow,like new,At&t,64,apple iOS,xs max,$750 
Apple,rose,good,Unlocked,64,apple iOS,IPHONE 6S,$175 
Samsung,unknow,like new,Unlocked,256,android,s8+,$300 
Apple,blue,excellent,Unlocked,128,apple iOS,IPHONE 6S,$150 
Apple,black,good,Unlocked,32,apple iOS,Note 4,$50 
Apple,silver,like new,T-Mobile,256,apple iOS,IPHONE 7 PLUS,$280 
Samsung,rose,like new,Sprint,64,android,S7,$125 
Apple,unknow,like new,At&t,128,apple iOS,IPHONE 7 PLUS,$350 
Lg,unknow,like new,Unlocked,64,android,thinq 8,$350 
Samsung,gray,like new,Unlocked,64,android,a50,$289 
Samsung,gray,good,Unlocked,128,android,s8,$310 
Samsung,unknow,Unknown,Verizon,0,android,Note 10,$700 
Apple,gold,like new,Unlocked,32,apple iOS,IPHONE 7,$290 
Apple,unknow,like new,At&t,256,apple iOS,iphone 8,$300 
Samsung,unknow,Unknown,Verizon,128,android,Note 9,$525 
Samsung,gold,like new,Sprint,256,android,X max,$185 
Samsung,black,like new,Sprint,32,android,Passport,$110 
Samsung,black,like new,Unlocked,64,android,S8+,$380 
Apple,unknow,like new,Unlocked,64,apple iOS,iPhone 8 Plus,$320 
Samsung,unknow,excellent,Unlocked,0,android,S10,$400 
Apple,unknow,Unknown,Unlocked,256,apple iOS,Iphone X,$580 
Apple,unknow,Unknown,Sprint,64,apple iOS,xs max,$750 
Apple,red,like new,Unlocked,32,apple iOS,IPHONE 6S,$169 
Apple,gold,Unknown,At&t,256,apple iOS,Iphone 11,$1000 
Apple,unknow,excellent,Unlocked,64,apple iOS,Iphone X,$300 
Apple,gold,excellent,Verizon,16,apple iOS,Iphone 5 SE 128GB,$100 
Huawei,unknow,like new,Verizon,256,android,mate 20,$520 
Apple,blue,like new,At&t,64,apple iOS,XR,$599 
Apple,silver,excellent,Unlocked,256,apple iOS,Iphone X,$579 
Apple,unknow,Unknown,Verizon,256,apple iOS,Iphone X,$600 
Apple,unknow,Unknown,Unlocked,0,apple iOS,xs max,$750 
Samsung,gray,good,Unlocked,256,android,A20,$189 
Apple,red,excellent,T-Mobile,32,apple iOS,IPHONE 7 PLUS,$265 
Lg,white,like new,Unlocked,64,android,V20,$139 
Apple,gray,like new,Unlocked,32,apple iOS,MOT1056,$50 
Samsung,black,like new,Unlocked,64,android,A10,$149 
Apple,unknow,Unknown,Unlocked,0,apple iOS,xs max,$700 
Apple,white,Unknown,T-Mobile,64,apple iOS,XR,$500 
Samsung,black,excellent,Unlocked,32,android,A10,$149 
Samsung,unknow,like new,Sprint,64,android,s8+,$300 
Google,gray,like new,Unlocked,32,android,droid z,$65 
Apple,unknow,Unknown,Unlocked,0,apple iOS,Iphone X,$450 
Apple,unknow,like new,Unlocked,0,apple iOS,XR,$1000 
Apple,unknow,like new,Unlocked,64,apple iOS,XS,$750 
Apple,unknow,like new,Unlocked,256,apple iOS,xs max,$416 
Samsung,black,like new,Unlocked,128,android,Galaxy Note 8,$149 
Apple,gold,excellent,Unlocked,512,apple iOS,xs max,$400 
Samsung,unknow,like new,T-Mobile,0,android,S9+,$400 
Samsung,gray,excellent,Unlocked,256,android,a50,$289 
Samsung,unknow,like new,Verizon,256,android,s8+,$300 
Apple,unknow,Unknown,Unlocked,0,apple ios,Iphone X,$630 
Apple,black,excellent,Unlocked,64,apple iOS,iphone 8,$350 
Samsung,unknow,Unknown,Unlocked,128,android,S10 plus,$750 
Google,black,good,Unlocked,64,android,Galaxy S-10 Plus,$180 
Apple,black,like new,Unlocked,256,apple iOS,iphone 8,$350 
Samsung,blue,like new,Unlocked,64,android,S9,$225 
Motorola,black,like new,Unlocked,16,android,Tribute 5,$40 
Samsung,black,like new,At&t,32,android,Galaxy S9,$40 
Apple,unknow,Unknown,Unlocked,64,apple iOS,xs max,$800 
Samsung,black,good,At&t,32,android,LV5,$70 
Samsung,gold,like new,Unlocked,256,android,NOTE 8,$250 
Apple,red,excellent,Unlocked,128,apple iOS,IPHONE 6,$175 
Apple,black,like new,Unlocked,32,apple iOS,IPHONE 6,$120 
Apple,unknow,like new,Sprint,256,apple iOS,Iphone X,$390 
Apple,black,salvage,Unlocked,16,apple iOS,IPHONE 6,$45 
Lg,black,like new,Unlocked,64,android,6s,$120 
Apple,black,Unknown,Unlocked,128,apple iOS,IPHONE 7 PLUS,$550 
Apple,gray,like new,Unlocked,256,apple iOS,IPHONE 7,$299 
Nokia,gold,fair,Unlocked,32,windows mobile,650,$50 
Samsung,black,excellent,At&t,32,android,A1533,$55 
Samsung,silver,like new,Unlocked,64,android,J7 ,$80 
Apple,unknow,good,Unlocked,0,apple iOS,x,$500 
Apple,unknow,Unknown,Unlocked,0,apple iOS,XS,$640 
Nokia,rose,excellent,Unlocked,128,android,iPhone 6S Plus Unlocked,$110 
Samsung,unknow,Unknown,Unlocked,0,android,Note 9,$500 
Apple,gold,Unknown,Unlocked,256,apple iOS,iPhone 8 Plus,$499 
Apple,silver,like new,Unlocked,64,apple iOS,IPHONE 6S,$275 
Apple,unknow,Unknown,At&t,0,apple iOS,xs max,$700 
Apple,unknow,like new,Unlocked,64,apple iOS,IPHONE 7 PLUS,$350 
Apple,gray,like new,Unlocked,64,apple iOS,IPHONE 6S,$175 
Apple,gray,excellent,At&t,128,apple iOS,IPHONE 7,$300 
Lg,gold,excellent,Unlocked,32,android,Hero,$59 
Apple,white,good,Unlocked,32,apple iOS,Stylo 5,$65 
Apple,unknow,like new,Unlocked,64,apple iOS,iPhone 8 Plus,$300 
Samsung,black,good,Unlocked,16,android,J3,$75 
Apple,gold,Unknown,Unlocked,64,apple iOS,XS,$715 
Apple,gray,excellent,Unlocked,256,apple iOS,Iphone X,$700 
Apple,white,like new,Verizon,64,apple iOS,IPHONE 6,$220 
Motorola,gray,good,Unlocked,64,android,G7,$99 
Apple,gold,Unknown,Unlocked,256,apple iOS,xs max,$850 
Apple,black,like new,At&t,16,apple iOS,6s,$100 
Apple,gold,like new,Unlocked,64,apple iOS,iPhone 8 Plus,$180 
Apple,gold,excellent,Unlocked,256,apple iOS,IPHONE 7,$270 
Apple,unknow,like new,Unlocked,64,apple iOS,IPHONE 7,$300 
Nokia,gold,like new,T-Mobile,64,other,2610,$40 
Apple,unknow,Unknown,Unlocked,256,apple iOS,Iphone X,$550 
Samsung,black,like new,T-Mobile,0,android,NOTE 8,$200 
Apple,unknow,like new,T-Mobile,256,apple iOS,iphone 8,$400 
Apple,unknow,like new,Unlocked,64,apple iOS,iPhone 8 Plus,$360 
Apple,gold,good,Unlocked,128,apple iOS,IPHONE 6S,$200 
Apple,unknow,Unknown,T-Mobile,256,apple iOS,IPHONE 7,$550 
Apple,unknow,like new,Verizon,64,apple iOS,iphone 8,$425 
Apple,silver,excellent,Verizon,128,apple iOS,IPHONE 7,$200 
Apple,white,like new,At&t,32,apple iOS,IPHONE 7,$200 
Apple,gray,excellent,Verizon,256,apple iOS,IPHONE 7 PLUS,$250 
Apple,blue,good,Unlocked,256,apple iOS,IPHONE 7,$260 
Apple,blue,like new,Unlocked,8,apple iOS,4,$40 
Apple,unknow,like new,Unlocked,64,apple iOS,iphone 8,$420 
Apple,unknow,Unknown,Unlocked,0,apple iOS,Iphone X,$525 
apple,gold,like new,At&t,32,apple iOS,IPHONE 7 PLUS,$295 
Apple,unknow,like new,Unlocked,128,apple iOS,IPHONE 7 PLUS,$420 
Apple,unknow,Unknown,Unlocked,256,apple iOS,xs max,$780 
Apple,gold,excellent,Unlocked,64,apple iOS,xs max,$800 
Apple,gray,excellent,Verizon,256,apple iOS,iPhone 8 Plus,$240 
Apple,white,good,Unlocked,64,apple iOS,iPhone 8 Plus,$280 
Apple,unknow,Unknown,Unlocked,0,apple iOS,xs max,$950 
Apple,gray,like new,Unlocked,64,apple iOS,IPHONE 7 PLUS,$280 
Apple,silver,like new,At&t,256,apple iOS,IPHONE 7 PLUS,$300 
Apple,gray,like new,Unlocked,64,apple iOS,IPHONE 6S,$255 
Apple,black,like new,Sprint,64,apple iOS,IPHONE 6S,$140 
Apple,rose,good,T-Mobile,32,apple iOS,IPHONE 6S,$150 
Apple,gold,Unknown,Unlocked,256,apple iOS,xs max,$850 
Samsung,white,excellent,Unlocked,64,android,s8 plus,$265 
Apple,unknow,like new,Unlocked,256,apple iOS,Iphone X,$700 
Apple,gold,excellent,At&t,128,apple iOS,IPHONE 7 PLUS,$220 
Apple,unknow,excellent,T-Mobile,32,apple iOS,IPHONE 7 PLUS,$325 
Motorola,gray,like new,Unlocked,32,android,s8 plus,$125 
Samsung,unknow,Unknown,At&t,0,android,note 10 plus,$875 
Apple,unknow,Unknown,Unlocked,256,apple iOS,xs max,$800 
Samsung,black,like new,Unlocked,64,android,Note 8,$345 
Apple,unknow,excellent,Unlocked,256,apple iOS,iPhone 8 Plus,$400 
Samsung,gray,excellent,Unlocked,64,android,s9,$290 
Samsung,black,like new,Unlocked,256,android,s9,$290 
Apple,black,good,T-Mobile,64,apple iOS,XR,$500 
Apple,black,Unknown,T-Mobile,256,apple iOS,IPHONE 7 PLUS,$450 
Apple,unknow,Unknown,Sprint,64,apple iOS,Iphone X,$500 
Samsung,unknow,Unknown,Verizon,0,android,S10 plus,$500 
Apple,black,like new,At&t,64,apple iOS,IPHONE 6S,$260 
Samsung,unknow,like new,Unlocked,256,android,Note 8,$325 
Apple,gray,Unknown,Unlocked,256,apple iOS,Iphone X,$580 
Apple,unknow,good,Unlocked,256,apple iOS,IPHONE 7,$300 
Apple,unknow,excellent,T-Mobile,32,apple iOS,IPHONE 7 PLUS,$300 
Apple,gray,like new,Unlocked,128,apple iOS,IPHONE 6S,$220 
Samsung,unknow,like new,T-Mobile,256,android,Note 8,$350 
Apple,gray,good,Unlocked,32,apple iOS,IPHONE 7,$250 
Lg,unknow,like new,Unlocked,128,android,V30,$315 
Apple,unknow,Unknown,Unlocked,64,apple iOS,11 Pro,$1100 
Apple,black,excellent,Unlocked,512,apple iOS,IPHONE 7,$375 
Apple,gray,excellent,Unlocked,16,apple iOS,IPHONE 6S,$100 
Apple,red,like new,At&t,64,apple iOS,iPhone 8 Plus,$285 
Samsung,unknow,excellent,T-Mobile,64,android,Note 8,$320 
Samsung,unknow,Unknown,Unlocked,256,android,s9,$485 
Apple,white,Unknown,Unlocked,256,apple iOS,Iphone X,$600 
Apple,black,like new,Unlocked,64,apple iOS,IPHONE 7,$400 
Motorola,gray,like new,Unlocked,16,android,G7,$85 
Apple,gray,excellent,Unlocked,128,apple iOS,IPHONE 7 PLUS,$380 
Apple,gray,like new,T-Mobile,16,apple iOS,IPHONE 6S,$130 
apple,black,like new,Unlocked,128,apple iOS,IPHONE 6S,$140 
Apple,unknow,Unknown,At&t,64,apple iOS,XR,$675 
Samsung,rose,good,At&t,64,android,S6,$150 
Apple,unknow,Unknown,Unlocked,256,apple iOS,11 Pro,$840 
Blackberry,silver,like new,At&t,64,android,Passport,$85 
Apple,unknow,Unknown,Unlocked,0,apple iOS,xs max,$1000 
Apple,silver,like new,Unlocked,256,apple iOS,iphone 8,$400 
Samsung,gold,excellent,Unlocked,64,android,H8324,$150 
Apple,black,excellent,Sprint,64,apple iOS,IPHONE 6 PLUS,$150 
Apple,unknow,Unknown,T-Mobile,64,apple iOS,XS,$495 
Lg,blue,like new,Unlocked,4,android,Live L1,$50 
Apple,unknow,Unknown,At&t,64,apple iOS,xs max,$700 
Apple,unknow,like new,Unlocked,128,apple iOS,IPHONE 7 PLUS,$420 
Apple,unknow,Good,Verizon,256,apple iOS,Iphone X,$600 
Apple,unknow,Unknown,At&t,256,apple iOS,Iphone X,$600 
Apple,unknow,like new,Unlocked,256,apple iOS,IPHONE 7 PLUS,$399 
Samsung,blue,excellent,Unlocked,64,android,S9+,$400 
One Plus,unknow,like new,Unlocked,128,android,5t,$300 
Apple,black,like new,Unlocked,256,apple iOS,XR,$740 
Lg,purple,like new,Unlocked,32,android,V20,$160 
Apple,black,like new,Verizon,64,apple iOS,se,$160 
Apple,gray,like new,At&t,16,apple iOS,Galaxy S7,$45 
Samsung,gray,excellent,At&t,64,android,s8 plus,$260 
Apple,unknow,Unknown,Unlocked,0,apple iOS,Iphone X,$750 
Apple,unknow,Unknown,Unlocked,0,apple iOS,11 pro max,$1100 
Apple,Grey,fair,Unlocked,64,apple iOS,Iphone X,$450 
Apple,unknow,Unknown,Unlocked,0,apple iOS,Iphone X,$550 
Apple,black,like new,Sprint,32,apple iOS,IPHONE 6S,$200 
Lg,gray,like new,Unlocked,64,android,V20,$130 
Apple,unknow,Unknown,Unlocked,0,apple iOS,Iphone X,$450 
Apple,red,like new,Unlocked,64,apple iOS,IPHONE 6S,$200 
Apple,unknow,Unknown,T-Mobile,0,apple iOS,iPhone 8 Plus,$500 
Apple,red,excellent,Unlocked,128,apple iOS,IPHONE 6S,$220 
Apple,unknow,like new,Verizon,64,apple iOS,Iphone X,$400 
Samsung,gray,like new,Unlocked,64,android,s9,$280 
Samsung,gray,like new,Unlocked,16,android,A20,$80 
Samsung,gray,like new,Unlocked,64,android,s9,$280 
Apple,gray,excellent,Unlocked,128,apple iOS,IPHONE 7 PLUS,$300 
Apple,unknow,Unknown,Unlocked,256,apple iOS,Iphone X,$500 
Apple,black,like new,At&t,64,apple iOS,iPhone 8 Plus,$270 
Apple,unknow,like new,T-Mobile,64,apple iOS,xs max,$850 
Apple,unknow,fair,Unlocked,0,apple iOS,IPHONE 7 PLUS,$450 
Apple,unknow,like new,Unlocked,64,apple iOS,iphone 8,$350 
Apple,unknow,like new,Unlocked,64,apple iOS,11 pro max,$350 
Apple,black,excellent,Unlocked,64,apple iOS,IPHONE 6S,$220 
Blackberry,red,good,Sprint,16,android,v20,$75 
Apple,rose,like new,Unlocked,32,apple iOS,iPhone SE,$75 
Lg,red,excellent,Unlocked,32,android,g5,$80 
Samsung,black,excellent,Unlocked,4,android,S4,$120 
Apple,rose,excellent,Unlocked,64,apple iOS,IPHONE 6,$130 
Apple,unknow,like new,Unlocked,0,apple iOS,iPhone 8 Plus,$430 
Apple,red,like new,Verizon,128,apple iOS,Iphone 11,$750 
Nokia,red,excellent,Unlocked,64,android,XS Max,$280 
Apple,gold,Unknown,Unlocked,256,apple iOS,xs max,$800 
Apple,unknow,excellent,Unlocked,256,apple iOS,XS,$750 
Blackberry,gold,like new,Unlocked,32,android,PASSPORT,$225 
Apple,black,like new,T-Mobile,32,apple iOS,IPHONE 6,$60 
Apple,gold,like new,Unlocked,64,apple iOS,IPHONE 6S,$150 
Samsung,gold,excellent,At&t,16,android,Pixel,$90 
Lg,white,like new,Unlocked,32,android,stylo 3,$69 
Apple,black,like new,Unlocked,256,apple iOS,6 PLUS,$200 
Apple,gray,like new,Unlocked,64,apple iOS,xs max,$920 
Apple,silver,fair,Unlocked,64,apple iOS,Iphone X,$450 
Apple,red,excellent,At&t,128,apple iOS,IPHONE 7,$249 
Apple,rose,excellent,Unlocked,64,apple iOS,IPHONE 6,$149 
Lg,unknow,like new,At&t,64,android,Lg g8,$329 
Apple,unknow,Unknown,Unlocked,0,apple iOS,xs max,$900 
Samsung,unknow,like new,T-Mobile,64,android,s9+,$300 
Apple,unknow,Unknown,Unlocked,64,apple iOS,xs max,$700 
Apple,unknow,Unknown,Unlocked,256,apple iOS,xs max,$650 
Motorola,rose,good,Unlocked,32,android,G7,$80 
Apple,white,excellent,Unlocked,32,apple iOS,IPHONE 7,$200 
Apple,gray,like new,Unlocked,128,apple iOS,Hydrogen One Titanium,$275 
Lg,black,like new,Unlocked,32,android,Tribute 5,$40 
Motorola,gray,excellent,Unlocked,256,android,10,$200 
Samsung,blue,good,Unlocked,32,android,J3,$50 
Apple,unknow,Unknown,Unlocked,512,apple iOS,XS,$725 
Samsung,red,like new,Unlocked,256,android,s5,$50 
Samsung,rose,excellent,Verizon,32,android,NOTE 2,$80 
Apple,gold,like new,Unlocked,256,apple iOS,XS,$300 
Apple,white,Perfect,Unlocked,256,apple iOS,Iphone X,$599 
Apple,red,like new,T-Mobile,64,apple iOS,XR,$385 
Samsung,white,like new,Unlocked,32,android,Galaxy S8,$150 
Apple,unknow,Unknown,Unlocked,256,apple iOS,xs max,$900 
Lg,gray,like new,Unlocked,32,android,STYLO 3,$80 
Samsung,blue,like new,T-Mobile,256,android,S10,$380 
Samsung,unknow,like new,Unlocked,0,android,s9 plus,$500 
Apple,gray,good,Sprint,32,apple iOS,IPHONE 7 PLUS,$300 
Apple,gray,like new,Unlocked,16,apple iOS,5s,$100 
Google,unknow,like new,Unlocked,128,android,pixel 3,$600 
Apple,unknow,Unknown,At&t,0,apple iOS,xs max,$720 
Apple,silver,excellent,Unlocked,32,apple iOS,iPhone 6,$65 
Samsung,unknow,Unknown,T-Mobile,0,android,Note 9,$523 
Apple,gray,Unknown,At&t,256,apple iOS,iPhone 8 Plus,$540 
Apple,gold,good,Unlocked,16,apple iOS,XS MAX,$55 
Apple,black,like new,Unlocked,16,apple iOS,7 Plus,$55 
Apple,unknow,Unknown,Unlocked,512,apple iOS,xs max,$850 
Apple,unknow,like new,Unlocked,64,apple iOS,iPhone 8 Plus,$400 
Apple,gray,like new,Unlocked,64,apple iOS,IPHONE 7,$200 
Apple,Green,Unknown,Unlocked,256,apple iOS,11 pro max,$900 
Samsung,unknow,Unknown,Sprint,0,android,Note 10 Plus,$750 
Motorola,gold,like new,Unlocked,16,android,MOTO G,$40 
Samsung,black,excellent,Unlocked,256,android,S8,$230 
Samsung,black,excellent,Unlocked,64,android,S8,$150 
Apple,silver,Unknown,Unlocked,256,apple iOS,Iphone X,$590 
Apple,white,Unknown,Unlocked,64,apple iOS,XR,$515 
Apple,gray,good,At&t,64,apple iOS,iphone 8,$300 
Apple,black,like new,At&t,64,apple iOS,Iphone 11,$649 
Google,unknow,like new,Unlocked,128,android,pixel 2 xl,$300 
Apple,gold,excellent,T-Mobile,128,apple iOS,IPHONE 7 PLUS,$350 
Apple,blue,like new,Unlocked,64,apple iOS,iphone 8,$250 
Apple,unknow,Unknown,Unlocked,64,apple iOS,Iphone 11,$750 
Samsung,black,like new,T-Mobile,16,android,J3,$120 
Apple,unknow,Perfect,Unlocked,64,apple iOS,Iphone X,$500 
Apple,blue,good,Unlocked,32,apple iOS,SM-A50U,$100 
Apple,gray,good,Unlocked,64,apple iOS,IPHONE 6S,$225 
Apple,rose,like new,Unlocked,64,apple iOS,IPHONE 6,$150 
Apple,silver,like new,Unlocked,64,apple iOS,6 PLUS,$260 
Lg,silver,like new,T-Mobile,256,android,G7,$250 
Samsung,purple,excellent,Unlocked,64,android,S6,$165 
Samsung,unknow,like new,Unlocked,256,android,s8,$325 
Apple,black,excellent,Unlocked,256,apple iOS,XS,$250 
Apple,unknow,Unknown,Unlocked,256,apple iOS,iPhone 8 Plus,$575 
Apple,unknow,Unknown,Unlocked,256,apple iOS,XR,$700 
Apple,gray,excellent,Unlocked,256,apple iOS,Iphone X,$650 
Apple,black,excellent,T-Mobile,16,apple iOS,Iphone X,$40 
Apple,red,excellent,At&t,16,apple iOS,Galaxy S7,$45 
Apple,gray,excellent,Unlocked,64,apple iOS,IPHONE 6,$165 
Xiaomi,silver,like new,T-Mobile,64,android,S9+,$160 
Apple,unknow,like new,Unlocked,0,apple iOS,Iphone 8plus,$430 
Apple,unknow,like new,Unlocked,64,apple iOS,iphone 8,$399 
Apple,unknow,Unknown,Unlocked,64,apple iOS,Iphone X,$600 
Apple,blue,good,Unlocked,32,apple iOS,IPHONE 7,$200 
Apple,white,Unknown,Unlocked,256,apple iOS,Iphone X,$650 
Apple,gray,Unknown,Unlocked,256,apple iOS,xs max,$600 
Samsung,unknow,excellent,Sprint,0,android,10 plus ,$400 
Apple,gray,like new,Unlocked,32,apple iOS,IPHONE 6S,$260 
Apple,unknow,Unknown,Unlocked,0,apple iOS,Iphone X,$600 
Apple,unknow,like new,Unlocked,128,apple iOS,IPHONE 7 PLUS,$420 
Samsung,white,excellent,T-Mobile,32,android,NOTE 4,$125 
Samsung,rose,excellent,Unlocked,64,android,7plus,$140 
Apple,silver,Unknown,Verizon,256,apple iOS,xs max,$850 
Apple,red,good,At&t,16,apple iOS,K20,$50 
Samsung,blue,excellent,Unlocked,16,android,A7,$180 
Samsung,unknow,like new,Unlocked,256,android,s9,$360 
Apple,unknow,Unknown,T-Mobile,0,apple iOS,iPhone 8 Plus,$450 
Samsung,unknow,like new,Unlocked,0,android,S10 plus,$600 
Apple,black,excellent,Unlocked,32,apple iOS,S-7 G930T,$90 
Apple,gray,excellent,Unlocked,256,apple iOS,Iphone X,$600 
Apple,unknow,like new,Sprint,256,apple iOS,IPHONE 7 PLUS,$350 
Apple,gray,like new,Unlocked,64,apple iOS,IPHONE 6,$120 
Apple,red,excellent,T-Mobile,128,apple iOS,IPHONE 6S,$180 
Apple,unknow,Unknown,Unlocked,256,apple iOS,Iphone X,$700 
