brand,color,condition,contract,link,memory,mobOs,model,price,title
apple,gold,,verizon,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-xs-max-64gb-gold/6974291495.html,64gb,apple iOS,,$830,iPhone XS Max 64gb Gold Unlocked
apple,rose,,verizon,https://sfbay.craigslist.org/eby/mob/d/pleasanton-iphone-6s-16-gb-rose-gold/6974358742.html,16 gb,apple iOS,,$120,Iphone 6s 16 GB Rose Gold
Apple,white,,unlocked,https://sfbay.craigslist.org/nby/mob/d/san-rafael-iphone-7-unlocked/6974362494.html,,apple iOS,Iphone 7,$150,iPhone 7-unlocked
apple,,,unlocked,https://sfbay.craigslist.org/nby/mob/d/petaluma-iphone-5s-great-condition/6970327462.html,,apple iOS,,$120,iPhone 5S great condition
apple,,excellent,unlocked,https://sfbay.craigslist.org/nby/mob/d/petaluma-iphone-6s-plus-nearly-perfect/6970327378.html,,apple iOS,,$200,iPhone 6S Plus nearly perfect condition
Samsung,blue,excellent,sprint,https://sfbay.craigslist.org/eby/mob/d/moraga-samsung-galaxy-sph-d700-qwerty/6974362948.html,,android,Galaxy SPH-D700,$50,Samsung Galaxy SPH-D700 Qwerty Sprint 4G Smartphone
Case force,red,new,unlocked,https://sfbay.craigslist.org/eby/mob/d/castro-valley-samsung-note8-cover/6960305522.html,,android,,$18,Samsung note8 cover
Samsung,gold,like new,unlocked,https://sfbay.craigslist.org/eby/mob/d/samsung-galaxy-note-4-unlocked/6954775206.html,,android,Galaxy Note 4,$180,Samsung galaxy note 4 (Unlocked)
samsung,,,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-unlocked-samsung-s9/6974328732.html,,android,,$380,"Unlocked Samsung S9 galaxy, works any company"
iPhone x,gray,new,verizon,https://sfbay.craigslist.org/eby/mob/d/pleasant-hill-new-iphone-space-gray-64/6974397932.html,64 gb,apple iOS,64 gb,$600,New iPhone X Space Gray 64 GB
samsung,,,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-nice-unlocked-samsung/6974326630.html,,android,,$300,"nice unlocked Samsung galaxy S8, any company"
Apple,gray,excellent,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-256g/6974380652.html,,apple iOS,iPhone X 256g,$600,iPhone X 256G
apple,black,,sprint,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-7-plus/6974370072.html,,apple iOS,7 plus,$200,iPhone 7 Plus
Samsung,rose,like new,tmobile,https://sfbay.craigslist.org/eby/mob/d/knightsen-samsung-galaxy-s8-tmobile/6964524762.html,,android,S8,$400,"Samsung Galaxy s8 (Tmobile unlocked) like new, use only 3 week"
Apple,,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-gb-unlocked/6969465090.html,128gb,apple iOS,XR,$670,iPhone 10 128GB Unlocked
Apple,gold,excellent,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-5s-gold-64gb-unlocked/6974407624.html,64gb,apple iOS,iPhone 5s 64GB Gold,$100,iPhone 5s Gold 64GB unlocked with accessories
,black,,unlocked,https://sfbay.craigslist.org/nby/mob/d/sausalito-2-broken-blackview-ip-68/6974412796.html,,android,,$20,2 broken blackview IP 68
Insignia,,excellent,unlocked,https://sfbay.craigslist.org/eby/mob/d/fremont-insignia-type-wall-charger/6974422419.html,,android,,$15,Insignia type C wall charger
Apple,black,,unlocked,https://sfbay.craigslist.org/eby/mob/d/livermore-iphone-7/6974430139.html,,apple iOS,iPhone 7,$300,iPhone 7
Samsung,blue,like new,unlocked,https://sfbay.craigslist.org/pen/mob/d/millbrae-samsung-galaxy-s8-sm-g-gb-blue/6974431445.html,64gb,android,Galaxy S8+ SM-G955,$500,Samsung Galaxy S8+ SM-G955 - 64GB - Blue Coral (Unlocked) Smartphone
Apple,,good,att,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-iphone-5s-16gb-att-good/6974420147.html,16gb,apple iOS,iPhone 5s,$100,iPhone 5s 16GB AT&T - good condition
Apple,gray,,unlocked,https://sfbay.craigslist.org/sby/mob/d/sunnyvale-apple-iphone-xs-256gb-space/6974386049.html,256gb,apple iOS,XS 256GB,$799,Apple iPhone XS 256GB Space Gray - Unlocked
iphone 7,rose,good,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-apple-iphone-7-rose-gold/6968857942.html,128 gb,apple iOS,7,$289,Apple iPhone 7 Rose Gold 128 GB - factory  unlocked
iphone 7,gold,good,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-apple-iphone-7-gold-256-gb/6968857562.html,256 gb,apple iOS,7,$320,Apple iPhone 7 Gold 256 GB - Factory unlocked
apple,gray,new,tmobile,https://sfbay.craigslist.org/sfc/mod/d/san-jose-brand-new-in-box-apple-ipad/6974380424.html,64gb,apple iOS,,$650,BRAND NEW IN BOX APPLE IPAD PRO 11-INCH 64GB WIFI ONLY SPACE GREY
apple,gold,new,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-new-iphone-xs-max-64gb-gold/6969732483.html,64gb,apple iOS,,$950,NEW IPHONE XS MAX 64GB GOLD  TMOBILE METRO
,gray,,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-space-grey-att-sim-unlocked-lg/6972903364.html,64gb,android,,$300,Space grey att sim UNLOCKED lg v35 64gb waterproof
Apple,,good,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-iphone-8-plus/6974424933.html,,apple iOS,iPhone 8 Plus,$399,iPhone 8 Plus
,,,att,https://sfbay.craigslist.org/eby/mob/d/bose-sound-sport-wireless-headphones/6974433740.html,,android,,$100,Bose sound sport wireless headphones
Apple,black,excellent,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-xs-maxunlocked-black/6974247844.html,64gb,apple iOS,iPhone XS Max,$700,iPhone XS Max(unlocked) - Black - Excellent Condition
,,good,tmobile,https://sfbay.craigslist.org/eby/mob/d/hayward-lg-smartphone-for-boost-mobile/6974253189.html,,android,,$25,LG smartphone for Boost mobile
Apple,,new,unlocked,https://sfbay.craigslist.org/pen/mob/d/mountain-view-brand-new-iphone-6s-32gb/6968265773.html,32gb,apple iOS,iphone 6s,$120,"Brand new iphone 6s, 32gb"
Google,white,good,unlocked,https://sfbay.craigslist.org/scz/mob/d/watsonville-unlocked-google-pixel-2-xl/6970013544.html,64gb,android,Pixel 2 xl,$300,Unlocked Google Pixel 2 XL 64GB
Samsung,blue,excellent,att,https://sfbay.craigslist.org/scz/mob/d/watsonville-att-galaxy-note-9/6960775500.html,128 gb,android,Note 9,$500,At&t Galaxy Note 9
Samsung,,excellent,sprint,https://sfbay.craigslist.org/scz/mob/d/mount-hermon-samsung-note-5/6974159080.html,,android,Note 5,$160,SAMSUNG NOTE 5
apple,black,,unlocked,https://sfbay.craigslist.org/pen/mob/d/daly-city-iphone-7-32gb-black-unlocked/6974148170.html,32gb,apple iOS,,$210,iPhone 7 32GB Black UNLOCKED
samsung,white,,att,https://sfbay.craigslist.org/eby/mob/d/emeryville-like-new-unlocked-att/6969203999.html,64gb,android,,$280,"Like a new unlocked ATT Samsung Galaxy Note 5 Cell phone, 64GB"
Google,,like new,unlocked,https://sfbay.craigslist.org/scz/mob/d/santa-cruz-nexus-6-64-gig-still-in-box/6974170622.html,,android,AP3$72AW4j5,$120,Nexus 6 64 gig still in box like new
LG,blue,new,tmobile,https://sfbay.craigslist.org/sfc/mob/d/south-san-francisco-brand-new-lg-aristo/6972761217.html,16gb,android,Aristo 2 Plus,$100,BRAND NEW LG Aristo™ 2 PLUS
Samsung,black,,verizon,https://sfbay.craigslist.org/eby/mob/d/pleasanton-samsung-galaxy-note-gb-aura/6970790303.html,256 gb,android,Galaxy Note 10,$840,Samsung Galaxy Note 10: 256 GB: Aura Black:  Verizon: BRAND NEW
apple,black,,unlocked,https://sfbay.craigslist.org/eby/mob/d/fairfield-iphone-7-32gb-black-unlocked/6974145812.html,32gb,apple iOS,,$210,iPhone 7 32GB Black UNLOCKED
samsung,white,,att,https://sfbay.craigslist.org/eby/mob/d/emeryville-like-new-unlocked-att/6969204342.html,64gb,android,,$300,"Like a new unlocked ATT Samsung Galaxy Note 5 Cell phone, 64GB"
Iphone,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/milpitas-iphone-6s-64gb-ublocked/6967680030.html,64gb,apple iOS,6s,$200,IPhone 6s 64gb ublocked
apple,rose,,unlocked,https://sfbay.craigslist.org/eby/mob/d/walnut-creek-iphone-xs-max-512gb-rose/6974181315.html,512gb,apple iOS,,$1000,IPhone XS Max 512gb Rose Gold Unlocked
Apple,rose,,att,https://sfbay.craigslist.org/eby/mob/d/richmond-iphones/6974188665.html,64 gb,apple iOS,iPhone 6s,$350,iPhones
apple,gold,,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-unlocked-iphone-5s/6958445335.html,16gb,apple iOS,,$100,Unlocked iphone 5S  SmartPhone 16GB Gold With cover
Iphone,,,sprint,https://sfbay.craigslist.org/sby/mob/d/milpitas-iphone-6s-plus-16gb-sprint/6974192571.html,16gb,apple iOS,6s plus,$200,IPhone 6s plus 16gb sprint
Apple,gold,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-iphone-xs-512g-gold-factory/6965304243.html,,apple iOS,Iphone xs,$1050,IPhone XS 512G Gold Factory Unlocked Like New
Samsung,blue,like new,tmobile,https://sfbay.craigslist.org/sby/mob/d/santa-clara-samsung-focus-i917-unlocked/6965518416.html,8 gb,windows mobile,Focus,$30,"Samsung Focus I917 Unlocked Phone , 5 MP Camera, and Wi-Fi"
Apple,black,excellent,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-iphone-7-plus-128g-black/6965304480.html,,apple iOS,Iphone 7 plus,$400,IPhone 7 Plus 128G Black Factory Unlocked Excellent condition
Jitterbug Smartphone,,like new,unlocked,https://sfbay.craigslist.org/eby/mob/d/vacaville-jitterbug-smartphone/6974197944.html,,other,,$75,Jitterbug Smartphone
Brothers,,excellent,unlocked,https://sfbay.craigslist.org/eby/mob/d/antioch-brothers-pocketjet-thermal/6974205632.html,,apple iOS,,$150,Brothers pocketjet (Thermal Printer)
Samsung,,good,verizon,https://sfbay.craigslist.org/eby/mob/d/union-city-samsung-galaxy-s7/6954073523.html,32gb,android,Galaxy S7,$160,Samsung Galaxy S7
apple,black,good,att,https://sfbay.craigslist.org/eby/mob/d/lafayette-iphone-6-32gb-black/6974209557.html,32gb,apple iOS,iphone 6 32GB,$125,iphone 6 32GB black
apple,gold,excellent,att,https://sfbay.craigslist.org/eby/mob/d/lafayette-iphone-6-64gb-gold-unlocked/6974209820.html,64gb,apple iOS,iphone 6  64GB,$185,iphone 6 64GB gold unlocked
Google,white,new,unlocked,https://sfbay.craigslist.org/pen/mob/d/burlingame-brand-new-unopen-google/6974215623.html,64gb,android,,$475,BRAND NEW UNOPEN Google Pixel 3 XL White 64GB
apple,,excellent,att,https://sfbay.craigslist.org/sfc/mod/d/we-fix-iphone-5-5s-6-6s-7-7-plus-8-8/6974226336.html,,apple iOS,,$45,"WE FIX IPHONE 5, 5S, 6, 6S, 7, 7 PLUS, 8, 8 PLUS, SCREEN AND BATTERIES"
Lenovo,,excellent,unlocked,https://sfbay.craigslist.org/eby/mob/d/dublin-moto-g5-plus-32gb/6963303236.html,32gb,android,Moto G5 Plus 32GB,$100,Moto G5 Plus 32GB
apple,gray,,unlocked,https://sfbay.craigslist.org/sby/mob/d/milpitas-iphone-xs-max-256gb-space-gray/6964526008.html,256gb,apple iOS,,$999,iPhone XS Max 256GB Space Gray - Unlocked AppleCare+
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-note-9-att/6974226567.html,,android,,$490,UNLOCKED SAMSUNG Galaxy NOTE 9 Att TMOBILE METRO Verizon and OVERSEAS.
apple,gray,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/excellent-unlocked-iphone-8-plus-64gb/6974227539.html,64gb,apple iOS,,$510,Excellent UNLOCKED iPhone 8 PLUS 64gb GREY Tmobile Metro Att Overseas
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/lots-of-iphones-5s-6-plus-7-8-t-mobile/6974227819.html,16gb,apple iOS,,$140,"LOTS OF IPHONES 5S, 6, PLUS, 7, 8, X, T-MOBILE Metro Pcs ATT VERIZON"
apple,silver,new,tmobile,https://sfbay.craigslist.org/sfc/mod/d/san-jose-unlock-iphone-xr-xs-max/6974227910.html,16gb,apple iOS,,$60,UNLOCK IPHONE X Xr Xs Max ANDROID REMOVE ICLOUD GOOGLE FIX BLACKLISTED
samsung,,,sprint,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-unlocked-samsung-galaxy/6974188035.html,,android,,$340,"unlocked samsung galaxy s8 Plus works Sprint, Boost"
LG,,new,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-lg-4-or-tribute-dynasty/6960942006.html,,android,G4,$35,LG-G-4 or Tribute Dynasty Cell Phone
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/excellent-condition-unlocked-iphone-6/6974227925.html,16gb,apple iOS,,$180,Excellent Condition UNLOCKED iPhone 6 16gb $180 64gb $200 128gb $220
Samsung,,excellent,sprint,https://sfbay.craigslist.org/eby/mob/d/san-leandro-sprint-samsung-galaxy-note5/6974225447.html,,android,Galaxy Note5,$80,"Sprint SAMSUNG GALAXY NOTE5 used, excellent condition, factory reset"
iPhone,red,fair,att,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-iphone-6s-16gb-slightly/6974228455.html,16gb,apple iOS,6S,$75,iPhone 6S 16GB - Slightly cracked screen + Newish battery - Unlocked
apple,black,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-remove-icloud-unlock-iphone-xs/6974230833.html,16gb,apple iOS,,$60,REMOVE ICLOUD UNLOCK IPHONE X Xs Max REMOVE GOOGLE ACCT. FIX BLACKLIST
Apple,,new,unlocked,https://sfbay.craigslist.org/eby/mob/d/concord-factory-unlocked-iphone-xs-max/6972363827.html,64gb,apple iOS,iPhone XS MAX,$800,Factory Unlocked iPhone XS MAX 64gb BRAND NEW
Apple,,new,unlocked,https://sfbay.craigslist.org/eby/mob/d/dublin-factory-unlocked-iphone-xs-max/6972278680.html,64gb,apple iOS,iPhone XS Max,$800,Factory Unlocked iPhone XS MAX 64gb BRAND NEW
apple,,new,unlocked,https://sfbay.craigslist.org/eby/mob/d/martinez-apple-phone-case/6974149054.html,,apple iOS,,$15,Apple I phone X case
apple,,,att,https://sfbay.craigslist.org/sfc/mob/d/daly-city-apple-iphone-8-plus-fix-price/6974203707.html,256gb,apple iOS,,$200,"Apple iPhone 8 plus *(Fix Price)* ,At&t Info ,New Battery !@"
Samsung,,good,unlocked,https://sfbay.craigslist.org/eby/mob/d/pinole-samsung-galaxy-s9-cases/6974248340.html,,android,Galaxy S9+,$25,Samsung Galaxy S9+ Cases
apple,black,excellent,att,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-unlocked-iphone-7-128gb/6974138408.html,128gb,apple iOS,iPhone 7,$300,Unlocked iPhone 7 128GB Black
zagg,,new,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-brand-new-sealed-zagg/6954451660.html,,android,moto x,$15,Brand New Sealed Zagg Invisible Shield for Motorola Moto X!!
apple,,new,tmobile,https://sfbay.craigslist.org/eby/mob/d/fremont-iphone-7-and-7-plus-screen-lcd/6965744334.html,,apple iOS,,$99,IPhone 7 and 7 plus screen lcd screen
apple,silver,excellent,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-unlocked-iphone-6s-64gb/6974138755.html,64gb,apple iOS,,$180,Unlocked iPhone 6S 64GB Silver/Black Excellent Condition No scratch!
,red,,sprint,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-sprint-treo-755p-new/6974110676.html,,other,,$100,Sprint Treo 755p (NEW)
SAMSUNG,black,excellent,unlocked,https://sfbay.craigslist.org/eby/mob/d/union-city-samsung-galaxy-s8-plus-64gb/6973873239.html,64gb,android,S8 PLUS SM-G955U1,$280,SAMSUNG GALAXY S8 PLUS 64GB MIDNIGHT BLACK UNLOCKED
apple,,new,unlocked,https://sfbay.craigslist.org/eby/mob/d/fremont-iphone-8-brand-new-screen-with/6971746188.html,,apple iOS,,$99,iPhone 8 brand new screen with install
Apple,rose,like new,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-like-new-apple-iphone-6s/6973866158.html,64gb,apple iOS,iPhone 6S Plus,$500,"Like New Apple iPhone 6S Plus Rose Gold 64GB Unlocked, New Accessories"
samsung,,fair,unlocked,https://sfbay.craigslist.org/pen/mob/d/burlingame-samsung/6973876601.html,,android,galaxy7,$75,samsung
nextbit,,good,unlocked,https://sfbay.craigslist.org/sby/mob/d/nextbit-robin-32gb-smart-phone-screen/6973877803.html,32gb,android,robin,$25,Nextbit Robin 32GB Smart-phone (Screen Cracked) Unlocked
apple,black,good,unlocked,https://sfbay.craigslist.org/sby/mob/d/campbell-excellent-iphone-6-16gb/6971754834.html,16gb,apple iOS,iPhone 6,$80,Excellent iPhone 6 16GB unlocked black
,black,,verizon,https://sfbay.craigslist.org/sby/mob/d/san-jose-google-pixel-2-xl-64gb-black/6967541245.html,64gb,android,,$250,Google Pixel 2 XL 64GB Black Unlocked Bootloader
Apple,white,new,unlocked,https://sfbay.craigslist.org/eby/mob/d/san-ramon-brand-new-sealed-in-box/6973886927.html,64gb,apple iOS,XR,$700,"Brand New sealed in box, unlocked, iPhone XR, 64GB White"
iphone  6splus 16gb unlock,rose,like new,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-6s-plus-16gb-unlock-use/6968521379.html,16gb,apple iOS,apple iphone 6s plus 16gb unlock,$268,iphone 6s plus 16gb unlock use any mobile att t-mobile metro h20
iphone 5s  16 gb unlock,gold,like new,tmobile,https://sfbay.craigslist.org/sby/mob/d/iphone-5s-16-gb-unlocl-use-any-mobile/6968504998.html,16 gb,apple iOS,unlock iphone 5 s16gb,$104,iphone 5s 16 gb unlocl use any mobile t-mobile att metro boost oversea
apple,,good,sprint,https://sfbay.craigslist.org/eby/mob/d/albany-iphone-6-plus-and-iphone-5c/6967665918.html,16gb,apple iOS,,$100,iPhone 6 Plus and iPhone 5C
apple,gray,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/dublin-iphone-xs-space-gray-256gb/6973877320.html,256gb,apple iOS,iphone xs,$900,iPhone XS space gray 256GB
iphone 7,gold,good,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-apple-iphone-7-gold-256-gb/6972418473.html,256 gb,apple iOS,7,$319,Apple iPhone 7 Gold 256 GB - Factory unlocked
apple,,,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-5s-att-16gb-factory/6973909721.html,16gb,apple iOS,,$80,IPhone 5S At&t 16gb Factory unlocked
Apple,,new,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-airpods/6973919554.html,,apple iOS,Airpods with charging case,$135,Airpods
Motorola,,excellent,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-att-atrix-4g/6970013907.html,,android,Atrix 4G,$40,AT&T Atrix 4G
Samsung Galaxy,,new,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-brand-new-samsung-galaxy/6973906581.html,,android,S10+,$350,***Brand New Samsung Galaxy S10+
Samsung,,excellent,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-samsung-s10-plus-unlocked/6969321564.html,128gb,android,S10 Plus,$580,Samsung S10 + Plus Unlocked 128GB
Samsung,,excellent,unlocked,https://sfbay.craigslist.org/eby/mob/d/fremont-samsung-s10-plus-unlocked-128gb/6969322830.html,128gb,android,S10 Plus,$580,Samsung S10 + Plus Unlocked 128GB
Samsung,,like new,unlocked,https://sfbay.craigslist.org/pen/mob/d/belmont-samsung-galaxy-9-unlocked/6973920515.html,,android,Galaxy 9+,$500,Samsung Galaxy 9+ unlocked excellent condition
apple,,,unlocked,https://sfbay.craigslist.org/eby/mob/d/el-cerrito-iphone-6-cover-lv/6972476037.html,,apple iOS,,$20,iPhone 6 cover LV
apple,gray,,tmobile,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-apple-iphone-gb-mobile-a/6972453171.html,16gb,apple iOS,,$68,Apple iPhone 6 - 16GB - T-Mobile - A1549 - Blacklisted
apple,,new,unlocked,https://sfbay.craigslist.org/eby/mob/d/fremont-iphone-7-brand-new-screen-with/6973918451.html,,apple iOS,,$89,iPhone 7 brand new screen with install
apple,,,unlocked,https://sfbay.craigslist.org/eby/mob/d/el-cerrito-iphone-6-cover-lv/6972468283.html,,apple iOS,,$19,iPhone 6 cover LV
Apple,black,new,sprint,https://sfbay.craigslist.org/eby/mob/d/union-city-never-use-apple-iphone-xr/6966734511.html,128gb,apple iOS,XR,$699,Never use Apple iphone XR
Samsung Galaxy,,new,unlocked,https://sfbay.craigslist.org/eby/mob/d/el-sobrante-new-samsung-galaxy-s10/6973906738.html,,android,S10+,$340,*& New Samsung Galaxy S10+  Unlocked-Factory
Apple,,good,unlocked,https://sfbay.craigslist.org/eby/mob/d/san-leandro-iphone-7-128gb-unlocked/6973934673.html,128gb,apple iOS,iPhone,$200,iPhone 7 128GB Unlocked
LG,black,new,sprint,https://sfbay.craigslist.org/sby/mob/d/san-jose-brand-new-black-sprint-htc-evo/6973940539.html,,android,Evo,$40,* Brand new *Black Sprint HTC Evo 4G CDMA 8MP Camera WiFi GPS Smart Ph
Apple,,good,tmobile,https://sfbay.craigslist.org/eby/mob/d/walnut-creek-apple-iphone-7-factory/6971355803.html,32gb,apple iOS,Iphone 7 32GB,$275,"Apple iPhone 7, Factory Unlocked, 32GB (O.B.O) $275"
,black,new,tmobile,https://sfbay.craigslist.org/eby/mob/d/hayward-new-lg-stylo-4-boostmobile/6973943683.html,32gb,android,,$99,New LG Stylo 4 Boostmobile
Samsung,,like new,sprint,https://sfbay.craigslist.org/eby/mob/d/martinez-recertifed-samsung-galaxy-a6/6961565005.html,,android,A6,$199,Recertifed Samsung Galaxy A6 phone - Sprint
,,like new,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-oneplus-7-pro-warp-chargers/6963382576.html,,android,,$15,OnePlus 7 Pro Warp Chargers and carbon fiber case
Apple,gray,like new,unlocked,https://sfbay.craigslist.org/eby/mob/d/concord-iphone-10-64gb-unlocked-space/6969348744.html,64gb,apple iOS,A1865 iPhone X,$650,iPhone 10 64GB Unlocked Space Gray
GHOSTEK,red,new,att,https://sfbay.craigslist.org/pen/mob/d/palo-alto-ghostek-cloak-4-iphone-xr/6973944200.html,,apple iOS,CLOAK 4 XR,$25,GHOSTEK CLOAK 4 IPHONE XR SLEEK CASE SHIELD
Apple,,excellent,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-iphone-6-unlocked/6964388296.html,16gb,apple iOS,iPhone 6,$120,iPhone 6 Unlocked
Apple,,like new,unlocked,https://sfbay.craigslist.org/eby/mob/d/dublin-iphone-gb/6968322133.html,16gb,apple iOS,iPhone 6,$120,iPhone 6 - 16gb
LG,,new,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-lg-charge-smartphone-55/6955901838.html,,android,X Charge,$130,"LG X Charge Smartphone 5.5"" with Unlock Code (BRAND NEW)"
,white,,tmobile,https://sfbay.craigslist.org/eby/mob/d/hayward-new-lg-g6-boostmobile-32gb-white/6973943712.html,32gb,android,,$149,New LG G6 Boostmobile 32GB White
Apple,red,like new,att,https://sfbay.craigslist.org/nby/mob/d/windsor-apple-iphone-gb-black-att/6972497708.html,32gb,apple iOS,iPhone 7,$180,Apple iPhone 7 - 32GB - Black (AT&T)
apple,,new,tmobile,https://sfbay.craigslist.org/eby/mob/d/fremont-iphone-6-plus-screen-lcd-screen/6957272157.html,,apple iOS,,$79,IPhone 6 Plus screen lcd screen
apple,,,unlocked,https://sfbay.craigslist.org/pen/mob/d/millbrae-iphone5-32g/6967666280.html,,apple iOS,,$80,Iphone5 32G
apple,rose,,unlocked,https://sfbay.craigslist.org/pen/mob/d/millbrae-iphone6s-plus-64g/6973952729.html,,apple iOS,,$230,iPhone6S plus 64G
SDI Technologies,,,unlocked,https://sfbay.craigslist.org/pen/mob/d/mountain-view-ihome-for-ipod-iphone/6973951770.html,,apple iOS,,$25,iHome for iPod / iPhone
Apple,gray,good,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-apple-watch-gen-1-series/6973952783.html,,apple iOS,,$120,Apple Watch Gen 1 Series 7000 42mm Space Gray Aluminum Black Sport Ban
LG,,new,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-brand-new-lg-fiesta-2/6973953643.html,,android,Fiesta 2,$80,Brand New LG Fiesta 2 with Simple Mobile $50 and SIM Kit
Apple,gold,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-like-new-iphone-6s-64-gb-gold/6973952746.html,64 gb,apple iOS,iPhone 6S,$250,Like new iPhone 6S 64 GB Gold Unlocked with accessories
apple,white,good,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-unlocked-iphone-5c-white/6973956252.html,,apple iOS,iphone 5c,$50,Unlocked IPhone 5C white
apple,gray,,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-64gb-space-gray-att/6973952085.html,64gb,apple iOS,,$520,iPhone X 64gb Space Gray AT&T
,silver,,unlocked,https://sfbay.craigslist.org/eby/mob/d/emeryville-iphone-256-silver/6973959273.html,,windows mobile,,$475,iPhone X 256 silver
apple,gold,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-xs-max-256gb-factory/6973952149.html,256gb,apple iOS,,$820,iPhone XS Max 256gb Factory Unlocked
,blue,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-unlocked-royal-blue-lg-zone-4/6973956119.html,,android,,$50,Unlocked Royal Blue LG Zone 4 with credit card holder on back
apple,gold,,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-xs-64gb-gold-att/6973952128.html,64gb,apple iOS,,$620,iPhone XS 64gb Gold AT&T
apple,gray,like new,tmobile,https://sfbay.craigslist.org/pen/mob/d/san-mateo-factory-unlocked-iphone-se/6973961371.html,32gb,apple iOS,,$130,Factory Unlocked iPhone SE 32GB Verizon ATT  Like Brand New 100% Works
Samsung,red,like new,verizon,https://sfbay.craigslist.org/eby/mob/d/newark-samsung-galaxy-s7-edge/6964157110.html,32gb,android,Galaxy S7 Edge,$200,Samsung Galaxy S7 Edge
Oneplus,black,excellent,unlocked,https://sfbay.craigslist.org/eby/mob/d/richmond-oneplus-6t-unlocked/6972189189.html,128gb,android,6t,$485,OnePlus 6T Unlocked
Apple,rose,excellent,att,https://sfbay.craigslist.org/sby/mob/d/cupertino-like-new-iphone-7-rose-gold/6973963919.html,32gb,apple iOS,Iphone 7,$250,like new iPhone 7 rose gold 32gb unlocked with 3 cases
apple,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/sunnyvale-designer-airpod-case-cover/6971771955.html,,apple iOS,,$25,"designer Airpod case cover Supreme, Gucci LV"
BLU,,good,unlocked,https://sfbay.craigslist.org/sby/mob/d/milpitas-smartphone-blu-r1-hd-50/6960824127.html,,android,R1,$45,"Smartphone BLU R1 HD 5.0"""
apple,gray,,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-unlocked-iphone-6-plus/6969364147.html,64gb,apple iOS,,$250,unlocked iphone 6 Plus 64gb Grey
