brand,color,condition,contract,date,link,memory,mobOs,model,price,title
apple,silver,excellent,unlocked,2019-10-03 13:48,https://sfbay.craigslist.org/scz/mob/d/santa-cruz-iphone-xs-silver-64g/6992072505.html,,apple iOS,XS,$625,iphone xs silver 64g
none,,,unlocked,2019-10-03 13:57,https://seattle.craigslist.org/see/mod/d/seattle-instant-cash-for-smartphones/6992082574.html,,android,,$555,instant cash for smartphones
apple,gray,excellent,unlocked,2019-10-03 13:50,https://lasvegas.craigslist.org/mob/d/las-vegas-iphone-xspace-gray-gb/6992047817.html,256 gb,apple iOS,,$945,iphone--x''space gray'''64/256 gb _passcode ca@sh4==[;/
apple,white,like new,att,2019-10-03 14:08,https://losangeles.craigslist.org/sgv/mob/d/pomona-apple-iphone-256gb-unlocked-white/6992083623.html,256gb,apple iOS,iPhone X (256GB),$600,apple iphone x (256gb)  unlocked - white
apple,gray,like new,unlocked,2019-10-03 13:55,https://orangecounty.craigslist.org/mob/d/corona-iphone-256gb-space-gray-unlocked/6987425271.html,256gb,apple iOS,,$650,iphone x 256gb space gray unlocked
lg stylo 5,,new,unlocked,2019-10-03 14:10,https://sandiego.craigslist.org/csd/mob/d/el-cajon-brand-new-cricket-lg-stylo-5/6992089629.html,,android,,$100,brand new cricket lg stylo 5
apple,red,excellent,unlocked,2019-10-03 12:13,https://sandiego.craigslist.org/esd/mob/d/lemon-grove-iphone-6s-32gb-factory/6983476473.html,32gb,apple iOS,IPHONE 6S,$160,iphone 6s 32gb factory unlocked for any carrier worldwide
apple,black,,att,2019-10-03 13:12,https://sfbay.craigslist.org/eby/mob/d/newark-iphone-xs-256-gm-black/6992042470.html,,apple iOS,,$700,iphone xs 256 gm black
none,black,like new,unlocked,2019-10-03 13:05,https://sfbay.craigslist.org/sby/mob/d/san-jose-google-pixel-3-unlocked-64gb/6992036911.html,64gb,android,,$380,google pixel 3 - unlocked - 64gb - just black
apple,,,unlocked,2019-10-03 12:59,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-10-max-256-gb-and-mint/6992031972.html,256 gb,apple iOS,,$750,iphone 10 s max  256 gb and mint showroom condition works perfect.
apple,rose,like new,unlocked,2019-10-03 12:56,https://sfbay.craigslist.org/eby/mob/d/vacaville-unlocked-iphone-7-plus-128gb/6980355620.html,128gb,apple iOS,,$350,unlocked iphone 7 plus 128gb rose gold a1784
apple,black,excellent,att,2019-10-03 13:11,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-iphone-7-plus-128gb-matte/6992041752.html,128gb,apple iOS,iPhone 7 plus,$325,iphone 7 plus 128gb - matte black - excellent
apple,black,like new,unlocked,2019-10-03 13:00,https://sfbay.craigslist.org/sby/mob/d/sunnyvale-iphone-xs-max/6992032405.html,256gb,apple iOS,,$800,iphone xs max
samsung,,good,unlocked,2019-10-03 12:29,https://seattle.craigslist.org/see/mob/d/seattle-samsung-galaxy-note8-unlocked/6989113306.html,64gb,android,,$349,samsung galaxy note8 unlocked
apple,gray,,tmobile,2019-10-03 11:29,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-gb/6991842140.html,32gb,apple iOS,,$140,iphone 6 - 32gb
samsung,,like new,unlocked,2019-10-03 12:26,https://seattle.craigslist.org/skc/mod/d/kent-samsung-galaxy-s7-edge-32gb/6992008075.html,32gb,android,,$199,samsung galaxy s7 edge 32gb factory unlocked
apple,rose,excellent,unlocked,2019-10-03 12:24,https://seattle.craigslist.org/est/mob/d/bellevue-apple-iphone-se-64gb-rose-gold/6977963370.html,64gb,apple iOS,iPhone SE,$150,apple iphone se 64gb rose gold (unlocked)
apple,,excellent,unlocked,2019-10-03 12:28,https://seattle.craigslist.org/skc/mod/d/kent-iphone-7-plus-256gb-factory/6992009229.html,256gb,apple iOS,,$429,iphone 7 plus 256gb factory unlocked
apple,,good,unlocked,2019-10-03 12:29,https://seattle.craigslist.org/see/mob/d/seattle-apple-iphone-5c-unlocked/6980691301.html,,apple iOS,,$79,apple iphone 5c unlocked
apple,,,unlocked,2019-10-03 12:27,https://seattle.craigslist.org/sno/mob/d/everett-apple-iphone-xs-max/6989257525.html,,apple iOS,,$899,apple iphone xs max
apple,,,unlocked,2019-10-03 12:40,https://orangecounty.craigslist.org/mod/d/fullerton-seeking-iphones-xs-max-xs-xr/6992020001.html,,apple iOS,,$999,seeking iphones xs max xs xr x 8+ 8
apple,,,tmobile,2019-10-03 12:07,https://orangecounty.craigslist.org/mob/d/garden-grove-apple-iphone-6-plus-64gb/6973764068.html,64gb,apple iOS,,$220,apple iphone 6 plus 64gb unlocked at&t t-mobile verizon
apple,rose,,sprint,2019-10-03 12:21,https://orangecounty.craigslist.org/mob/d/cerritos-iphone-xs-max-256gb-sprint/6982861722.html,256gb,apple iOS,,$750,iphone xs max 256gb sprint unlocked
apple,gray,like new,unlocked,2019-10-03 11:08,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-se-32g/6973546377.html,,apple iOS,Iphone SE,$85,iphone se 32g
samsung,,like new,unlocked,2019-10-03 11:22,https://sandiego.craigslist.org/csd/mob/d/san-diego-samsung-note-8-256gb-and/6991947501.html,256gb,android,Note 8 & Gear S3,$600,samsung note 8 256gb and samgung gear s3
samsung,,new,unlocked,2019-10-02 22:24,https://sacramento.craigslist.org/mob/d/rancho-cordova-wanted-galaxy-note-10/6989646158.html,,android,Galaxy Note 10,$500,wanted galaxy note 10 aura glow (not a plus)
apple,,,unlocked,2019-10-03 11:22,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-wanted-call-or-txt-me/6988909299.html,,apple iOS,,$900,iphone wanted call or txt me-6l9x3o1-4-7/4-8-cashxready
samsung,white,new,unlocked,2019-10-02 22:17,https://sacramento.craigslist.org/mob/d/rio-linda-brand-new-box-pack-256gb/6991600176.html,256gb,android,Galaxy Note 10,$775,brand new box pack 256gb unlocked samsung galaxy note 10 white
apple,,new,verizon,2019-10-02 22:42,https://sacramento.craigslist.org/mob/d/davis-verizon-iphone-xs-max/6989207832.html,,apple iOS,Xs Max,$640,verizon iphone xs max
lg,,,unlocked,2019-10-03 11:08,https://sandiego.craigslist.org/csd/mob/d/san-diego-tracfone-lg-fiesta-2-phone-1/6973527099.html,,android,Fiesta 2,$70,tracfone lg fiesta 2 phone + 1 year of service w/ 1200 talk/text/data
samsung,,like new,att,2019-10-03 11:11,https://sandiego.craigslist.org/nsd/mob/d/san-diego-samsung-galaxy-s7-unlocked/6990151699.html,4gb,android,S7,$150,samsung galaxy s7 unlocked
chatterbox,,like new,att,2019-08-30 16:57,https://palmsprings.craigslist.org/mob/d/morongo-valley-chatterbox-gmrsx1/6968280044.html,,other,GMRS x1,$200,chatterbox gmrsx1
apple,red,,att,2019-08-29 11:40,https://palmsprings.craigslist.org/mob/d/desert-hot-springs-apple-iphone-7-plus/6967291616.html,,apple iOS,,$100,"apple ,iphone 7 plus 128gig *(stuck inside)* ,new blake !!"
apple,red,,att,2019-08-29 12:33,https://palmsprings.craigslist.org/mob/d/desert-hot-springs-apple-iphone-7-plus/6967291577.html,,apple iOS,,$100,"apple ,iphone 7 plus 128gig *(stuck inside)* ,new blake !!"
apple,,,unlocked,2019-08-29 08:16,https://palmsprings.craigslist.org/mob/d/palm-springs-iphone-7-icloud-locked/6967160873.html,,apple iOS,,$80,iphone 7 icloud locked
apple,white,good,unlocked,2019-08-30 16:55,https://palmsprings.craigslist.org/mob/d/morongo-valley-white-iphone-8-ready-for/6968278787.html,,apple iOS,iPhone 8,$150,white iphone 8 ready for restore
apple,,,unlocked,2019-08-20 05:06,https://palmsprings.craigslist.org/mob/d/desert-hot-springs-carrier/6960518274.html,256gb,apple iOS,,$200,(carrier unlocked)apple ^ i phone 8 plus ^ 256gb///
apple,,,tmobile,2019-08-20 11:44,https://palmsprings.craigslist.org/mob/d/indio-iphone6s-16gb-metropcs-tmobile/6960867021.html,16gb,apple iOS,,$150,iphone6s 16gb metropcs tmobile
apple,,like new,unlocked,2019-08-19 21:07,https://palmsprings.craigslist.org/mob/d/indio-iphone-8-plus-unlocked/6960465582.html,64gb,apple iOS,,$450,iphone 8 plus unlocked
apple,,,unlocked,2019-08-20 05:05,https://palmsprings.craigslist.org/mob/d/desert-hot-springs-carrier/6960518284.html,256gb,apple iOS,,$200,(carrier unlocked)apple ^ i phone 8 plus ^ 256gb///
apple,red,good,unlocked,2019-10-02 21:57,https://sacramento.craigslist.org/mob/d/roseville-iphone-xr-128gb-unlocked/6991596691.html,128gb,apple iOS,iPhone XR,$600,iphone xr 128gb unlocked without sim
apple,black,,tmobile,2019-10-02 18:37,https://sacramento.craigslist.org/mob/d/sacramento-mobile-iphone-8-64gb-black/6991505472.html,64gb,apple iOS,,$200,t-mobile iphone 8 64gb black in color (home button doesn’t work)
apple,rose,excellent,unlocked,2019-10-02 23:33,https://sacramento.craigslist.org/mob/d/sacramento-iphone-6s-64g-rosegold/6985130877.html,64gb,apple iOS,6s / 64g,$140,iphone 6s - 64g/rosegold
apple,,good,att,2019-08-20 17:25,https://palmsprings.craigslist.org/mob/d/yucca-valley-iphone-6s-plus-att/6961130705.html,16gb,apple iOS,,$150,iphone 6s plus at&t
apple,,good,sprint,2019-10-02 23:56,https://sacramento.craigslist.org/mob/d/sacramento-sprint-samsung-s7/6991615372.html,,android,S7 GALAXY,$150,sprint samsung s7
apple,rose,,tmobile,2019-08-20 18:09,https://palmsprings.craigslist.org/mob/d/indio-iphone-6s-rose-gold/6961147260.html,,apple iOS,,$65,iphone 6s rose gold
apple,,like new,verizon,2019-08-20 21:11,https://palmsprings.craigslist.org/mob/d/beaumont-iphone-8-64gb-in-excellent/6961225894.html,64gb,apple iOS,iPhone 8,$400,iphone 8 64gb in excellent condition
apple,,,unlocked,2019-10-02 18:02,https://sacramento.craigslist.org/mob/d/iphone-xsmax-new-used-4-recycle/6970659535.html,,apple iOS,,$500,iphone xsmax x new/used 4 recycle
apple,rose,excellent,att,2019-10-02 11:40,https://sacramento.craigslist.org/mob/d/shingle-springs-apple-iphone-gb-rose/6991241519.html,64gb,apple iOS,iPhone 6,$175,apple iphone 6 - 64gb - rose gold
apple,,,unlocked,2019-08-21 07:34,https://palmsprings.craigslist.org/mob/d/desert-hot-springs-bright-iphone-8-plus/6961339919.html,256gb,apple iOS,,$200,"bright ,iphone 8 plus 256gb *(apple iso)* ,shine info !!"
apple,,,unlocked,2019-10-02 18:02,https://sacramento.craigslist.org/mob/d/iphone-xsmax-8-new-used-4-recycle/6972981088.html,,apple iOS,,$500,"iphone xsmax x, 8, new/used 4 recycle"
apple,gold,,tmobile,2019-10-02 10:43,https://sacramento.craigslist.org/mob/d/antelope-iphone-xs-max-64-factory/6988725522.html,,apple iOS,,$699,"iphone xs max 64 factory unlocked: verizon, metro pcs, t-mobile"
apple,,good,tmobile,2019-08-21 18:42,https://palmsprings.craigslist.org/mob/d/palm-springs-iphone-7-plus/6961923912.html,,apple iOS,,$250,iphone 7 plus
apple,,new,att,2019-08-19 14:17,https://palmsprings.craigslist.org/mob/d/palm-desert-new-iphone-7-plus/6957434245.html,,apple iOS,,$400,new iphone 7 plus
apple,red,,unlocked,2019-08-19 17:59,https://palmsprings.craigslist.org/mob/d/bakersfield-iphone-8-plus-unlocked-red/6960387378.html,,apple iOS,,$500,iphone 8 plus unlocked red product
apple,rose,,att,2019-10-02 11:26,https://sacramento.craigslist.org/mob/d/sacramento-iphone-7-plus-128gb-non/6988227573.html,128gb,apple iOS,,$100,iphone 7 plus 128gb non working
samsung,,,att,2019-10-02 12:22,https://sacramento.craigslist.org/mob/d/rocklin-samsung-galaxy-note-2-att/6985878154.html,,android,,$70,samsung galaxy note 2 at&t unlocked $70
samsung,blue,,att,2019-10-02 12:22,https://sacramento.craigslist.org/mob/d/rocklin-samsung-s6-att-unlocked-blue-160/6985740643.html,,android,,$160,samsung s6 at&t unlocked blue $160
apple,,like new,unlocked,2019-10-02 10:44,https://sacramento.craigslist.org/mob/d/sacramento-iphone-7-plus/6991188165.html,,apple iOS,iPhone 7 Plus,$275,iphone 7 plus
samsung,,like new,tmobile,2019-10-03 09:40,https://sandiego.craigslist.org/nsd/mob/d/escondido-samsung-galaxy-note-8-64gb/6991852893.html,64gb,android,Galaxy Note 8,$350,samsung galaxy note 8 (64gb) tmobile
apple,gray,like new,tmobile,2019-10-03 08:12,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-xs-max-256gb-silver/6991772917.html,256gb,apple iOS,iPhone XS MAX 256GB,$800,iphone xs max 256gb silver & space grey
samsung,,excellent,tmobile,2019-10-02 12:37,https://sacramento.craigslist.org/mob/d/sacramento-galaxy-s8-plus-unlocked-attt/6988722645.html,64gb,android,,$265,"galaxy s8 plus unlocked/att,t-mobile,metro,sprint,verizon,boost,xfinit"
samsung,,new,att,2019-10-03 07:57,https://sandiego.craigslist.org/nsd/mob/d/fallbrook-samsung-note-gb-att/6989213304.html,512gb,android,,$990,samsung note 10+ 512gb at&t
apple,,good,att,2019-10-03 08:47,https://sandiego.craigslist.org/csd/mob/d/san-diego-32gb-iphone-6s-unlocked-att/6991803241.html,32gb,apple iOS,iPhone 6S,$100,"32gb iphone 6s unlocked, at&t, new battery"
apple,red,new,unlocked,2019-10-03 08:18,https://sandiego.craigslist.org/csd/mob/d/san-diego-unlocked-iphone-6-64gb/6983023542.html,64gb,apple iOS,iPhone 6,$150,unlocked iphone 6 (64gb)
apple,gold,like new,unlocked,2019-10-03 08:52,https://sandiego.craigslist.org/csd/mob/d/san-diego-apple-iphone-6s-plus-gold/6980511554.html,,apple iOS,iPhone 6s Plus,$150,apple iphone 6s plus - gold/retina hd display
apple,rose,good,tmobile,2019-10-02 12:38,https://sacramento.craigslist.org/mob/d/sacramento-rose-gold-iphone-7-32gb/6988714765.html,32gb,apple iOS,,$220,rose gold iphone 7. 32gb . t-mobile and also works with metro pcs
samsung,,excellent,tmobile,2019-10-02 12:38,https://sacramento.craigslist.org/mob/d/sacramento-mobile-metro-note-5-32gb-no/6988719355.html,32gb,android,,$125,t-mobile-metro note-5 32gb ( no pen )
lg,blue,good,unlocked,2019-10-02 12:43,https://sacramento.craigslist.org/mob/d/sacramento-k20-plus-by-lg-factory/6987895980.html,32gb,android,K20 Plus,$70,k20 plus by lg “factory unlocked” 4g lte 5.3” screen
apple,black,excellent,tmobile,2019-10-03 08:45,https://sandiego.craigslist.org/nsd/mob/d/vista-iphone-xs-64gb-mobile/6988095259.html,64gb,apple iOS,IPhone XS,$625,iphone xs 64gb t-mobile *unlocked*black
apple,gray,like new,att,2019-10-02 12:43,https://sacramento.craigslist.org/mob/d/sacramento-512gb-iphone-xs-max-att/6987895558.html,512gb,apple iOS,iPhone XS Max,$950,512gb iphone xs max at&t/cricket new cond. with new accessories sp gr
apple,,excellent,verizon,2019-10-03 05:59,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-6-plus-verizon-mint/6991679024.html,16 gb,apple iOS,,$225,iphone 6 plus verizon mint condition
apple,,,unlocked,2019-10-02 12:00,https://sacramento.craigslist.org/mob/d/antelope-iphone-6-plus-64gb-unlocked/6991247802.html,64gb,apple iOS,,$135,iphone 6 plus 64gb unlocked (read description)
apple,,excellent,verizon,2019-10-03 06:00,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-6-plus-verizon-mint/6991679440.html,16 gb,apple iOS,,$225,iphone 6 plus verizon mint condition
apple,,,unlocked,2019-10-02 18:02,https://sacramento.craigslist.org/mob/d/iphone-xsmax-8-new-used-4-recycle/6973641698.html,,apple iOS,,$500,"iphone xsmax x, 8, new/used 4 recycle"
apple,gold,,unlocked,2019-10-03 07:08,https://sandiego.craigslist.org/csd/mob/d/san-diego-gold-new-iphone-xs-max/6991661036.html,256gb,apple iOS,,$500,gold new iphone^ xs max ^unlocked 256gb%%
apple,,,unlocked,2019-10-03 07:53,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-wanted-call-or-txt/6974150774.html,,apple iOS,,$900,iphone wanted call or txt me6l9x3o1-4-7/4-8/-cashxready
revvl,,like new,unlocked,2019-10-03 09:12,https://sandiego.craigslist.org/csd/mob/d/san-diego-revvl-plus/6991826802.html,,android,Revvl plus,$100,revvl plus
apple,,,unlocked,2019-10-03 09:20,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-wanted-call-or-txt/6977059181.html,,apple iOS,,$900,iphone wanted call or txt mei6l9x3o1-4-7/4-8/-cashxready
samsung,,,sprint,2019-10-02 10:41,https://sacramento.craigslist.org/mob/d/sacramento-samsung-galaxy-3/6991185340.html,16gb,android,,$80,samsung galaxy 3
motorola,,good,unlocked,2019-10-03 09:20,https://sandiego.craigslist.org/csd/mob/d/san-diego-motorola-g7-power/6991834087.html,,android,G7,$80,motorola g7 power
samsung,,excellent,tmobile,2019-10-03 09:44,https://sandiego.craigslist.org/csd/mob/d/san-diego-tmobile-galaxy-s7-32gb/6989948577.html,32gb,android,,$175,tmobile galaxy s7 32gb
none,,good,verizon,2019-10-03 09:44,https://sandiego.craigslist.org/csd/mob/d/san-diego-verizon-lg-terra-flip-phone/6977181456.html,,other,,$55,verizon lg terra flip phone
apple,silver,excellent,unlocked,2019-10-02 06:30,https://sacramento.craigslist.org/mob/d/west-sacramento-iphone-256-gb-silver/6990967805.html,256 gb,apple iOS,iPhone X 256 GB SILVER Unlocked,$500,iphone x 256 gb silver unlocked
none,,,verizon,2019-10-02 08:35,https://sacramento.craigslist.org/mob/d/sacramento-apple-iphone-6-64gb-verizon/6983678017.html,64gb,other,,$350,apple iphone 6 64gb verizon
samsung,,like new,verizon,2019-10-03 09:44,https://sandiego.craigslist.org/csd/mob/d/san-diego-verizon-galaxy-note-5-32gb/6976818678.html,32gb,android,,$225,verizon galaxy note 5 32gb
samsung,,good,verizon,2019-10-03 09:44,https://sandiego.craigslist.org/csd/mob/d/san-diego-verizon-samsung-convoy-4-flip/6977157993.html,,other,,$55,verizon samsung convoy 4 flip phone
apple,,good,att,2019-10-02 01:01,https://sacramento.craigslist.org/mob/d/rancho-cordova-iphone/6990893880.html,64gb,apple iOS,iPhone x,$300,iphone x
apple,white,,att,2019-10-02 01:19,https://sacramento.craigslist.org/mob/d/dearing-iphone-6-64gb-white/6990892093.html,64gb,apple iOS,iPhone 6,$150,iphone 6 64gb white
apple,gold,like new,sprint,2019-10-02 08:17,https://sacramento.craigslist.org/mob/d/sacramento-iphone-xs-max-256gb-sprint/6983595279.html,256gb,apple iOS,iPhone XS Max,$625,iphone xs max 256gb sprint (unlocked)
none,,,verizon,2019-10-03 09:44,https://sandiego.craigslist.org/csd/mob/d/san-diego-verizon-lg-g2-clean-esn/6976225825.html,,android,,$75,verizon lg g2 clean esn
none,,like new,verizon,2019-10-03 09:44,https://sandiego.craigslist.org/csd/mob/d/san-diego-verizon-lg-g3/6972065225.html,,android,,$110,verizon lg g3
apple,,,tmobile,2019-10-01 17:13,https://sacramento.craigslist.org/mob/d/sacramento-boost-mobile-iphone-7/6990706862.html,32gb,apple iOS,,$130,*~*boost mobile iphone 7 special 13mp*~*camera*32gb*
apple,,,sprint,2019-10-03 09:45,https://sandiego.craigslist.org/csd/mob/d/san-diego-sprint-iphone-se-16gb/6976224829.html,16gb,apple iOS,,$140,sprint iphone se 16gb
apple,gray,like new,tmobile,2019-10-01 17:15,https://sacramento.craigslist.org/mob/d/new-unlocked-sprint-iphone-gb/6990763876.html,16 gb,apple iOS,IPhone 6,$195,new unlocked sprint iphone 6 - 16 gb
none,,,att,2019-10-01 17:15,https://sacramento.craigslist.org/mob/d/roseville-att-lg-e970-android-smartphone/6990763817.html,16 gb,android,,$40,at&t lg  e970 android smartphone
apple,gray,new,att,2019-10-03 09:06,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-xs-max-256gb/6991820251.html,256gb,apple iOS,iPhone XS Max,$799,iphone xs max 256gb
honor,blue,good,tmobile,2019-10-01 15:01,https://sacramento.craigslist.org/mob/d/sacramento-honor-7x-gsm-phone/6990589283.html,256 gb,android,7x,$135,honor 7x gsm phone
apple,black,,unlocked,2019-10-01 15:10,https://sacramento.craigslist.org/mob/d/antelope-new-used-locked-blacklisted/6980931098.html,,apple iOS,,$1000,"new, used, locked, blacklisted, iphones, macbook wanted"
samsung,,good,verizon,2019-10-01 14:00,https://sacramento.craigslist.org/mob/d/sacramento-verizon-galaxy-s8-plus/6988121778.html,,android,,$285,verizon galaxy s8 plus
apple,black,,unlocked,2019-10-01 15:10,https://sacramento.craigslist.org/mob/d/antelope-new-used-locked-blacklisted/6980931025.html,,apple iOS,,$1000,"new, used, locked, blacklisted, iphones, macbook wanted"
apple,black,,unlocked,2019-10-01 15:10,https://sacramento.craigslist.org/mob/d/antelope-new-used-locked-blacklisted/6980931189.html,,apple iOS,,$1000,"new, used, locked, blacklisted, iphones, macbook wanted"
apple,,good,unlocked,2019-10-01 14:00,https://sacramento.craigslist.org/mob/d/rio-linda-iphone-6-64gb-unlocked/6988120449.html,64gb,android,,$150,iphone 6/64gb unlocked
google,,good,unlocked,2019-10-01 14:01,https://sacramento.craigslist.org/mob/d/rio-linda-unlocked-google-pixel-2-xl/6970888646.html,64gb,android,,$280,unlocked google pixel 2-xl/64gb
samsung,,good,tmobile,2019-10-01 14:01,https://sacramento.craigslist.org/mob/d/sacramento-samsung-galaxy-s7-active/6976458081.html,,android,,$175,"samsung galaxy s7 active unlocked att/cricket,t-mobile /metropcs"
apple,,excellent,verizon,2019-10-03 05:59,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-6-plus-verizon-mint/6991678843.html,16 gb,apple iOS,,$300,iphone 6 plus verizon mint condition
apple,,,unlocked,2019-10-02 21:28,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-wanted-call-or-txt/6975234618.html,,apple iOS,,$900,iphone wanted call or txt mei6l9x3o1-4-7/4-8-/cashxready
apple,,,unlocked,2019-10-02 21:28,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-wanted-call-or-txt-me/6990059235.html,,apple iOS,,$900,iphone wanted call or txt me-6l9x3o1-4-7/4-8-cashxready
lg,black,new,verizon,2019-10-02 21:39,https://sandiego.craigslist.org/nsd/mob/d/del-mar-sealed-verizon-lg-v-g-titan/6991592695.html,,android,V20,$160,sealed verizon lg v20 - 64g titan black
apple,,good,sprint,2019-10-01 14:01,https://sacramento.craigslist.org/mob/d/rio-linda-sprint-only-iphone-7-32gb/6976462086.html,32gb,apple iOS,,$270,"sprint only iphone 7+ ,32gb"
google,,excellent,unlocked,2019-10-01 14:01,https://sacramento.craigslist.org/mob/d/sacramento-unlocked-google-pixel-2-64gb/6972371675.html,64gb,android,,$270,unlocked google pixel 2 64gb
none,,,unlocked,2019-10-02 19:53,https://sandiego.craigslist.org/ssd/mob/d/san-diego-zebra-phone-tc510/6989066963.html,,android,,$500,zebra phone tc510
apple,,like new,sprint,2019-10-02 20:26,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-8-plus-64-gb/6991573084.html,64 gb,apple iOS,8 plusIphone,$260,iphone 8 plus 64 gb
samsung s7,,,unlocked,2019-10-01 12:25,https://sacramento.craigslist.org/mob/d/auburn-samsung-galaxy-s7/6973539040.html,,android,,$145,samsung galaxy s7
apple,gray,,unlocked,2019-10-01 12:34,https://sacramento.craigslist.org/mob/d/sacramento-iphone-xs-max-unlocked-256gb/6990529282.html,256gb,apple iOS,,$820,iphone xs max unlocked 256gb black
apple,,,unlocked,2019-10-02 20:14,https://sandiego.craigslist.org/ssd/mob/d/chula-vista-unlocked-64gb-iphone/6991569141.html,64gb,apple iOS,,$500,unlocked 64gb iphone
apple,,excellent,unlocked,2019-10-01 12:41,https://sacramento.craigslist.org/mob/d/rocklin-iphone-6/6988747689.html,,apple iOS,,$170,iphone 6+
apple,gray,like new,unlocked,2019-10-02 19:34,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-xs-max-256-like-new/6991548677.html,,apple iOS,,$825,iphone xs max 256 like new space gray
apple,black,new,att,2019-10-02 18:12,https://sandiego.craigslist.org/csd/mob/d/san-diego-apple-iphone-7-plus-gb-black/6991520914.html,128gb,apple iOS,7 Plus,$495,apple iphone 7 plus + - 128gb - black (at&t) a1784 (gsm) - sealed box
apple,,,unlocked,2019-10-02 18:33,https://sandiego.craigslist.org/csd/mob/d/san-diego-used-iphone-619-best-offer/6991497929.html,,apple iOS,,$500,used iphone $619 best 2/7//8 offer 16x13in san diego new galaxy too
apple,gray,excellent,unlocked,2019-10-02 18:38,https://sandiego.craigslist.org/ssd/mob/d/bonita-unlocked-iphone-7-plus-128gb/6986028629.html,128gb,apple iOS,iPhone 7 Plus,$350,unlocked iphone 7 plus 128gb space gray
apple,,,unlocked,2019-10-02 18:41,https://sandiego.craigslist.org/csd/mob/d/san-diego-used-iphone-619-best-offer/6991497769.html,,apple iOS,,$500,used iphone $619 best 2/7//8 offer 16x13in san diego new galaxy too
apple,,,unlocked,2019-10-02 18:48,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-cash-nuevo-usado-todas/6991492670.html,,apple iOS,,$500,iphone cash nuevo usado todas $619 condiciones se compra llamar
apple,,,unlocked,2019-10-02 18:51,https://sandiego.craigslist.org/csd/mob/d/chula-vista-do-you-have-an-old-phone/6991492669.html,,apple iOS,,$600,do you have an old phone? sell to me call now
samsung,blue,,tmobile,2019-10-02 18:55,https://sandiego.craigslist.org/nsd/mob/d/oceanside-samsung-gear-frontier-s3/6991539933.html,,android,,$80,samsung gear frontier s3
apple,,,unlocked,2019-10-02 17:04,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-wanted-call-or-txt/6976807127.html,,apple iOS,,$900,iphone wanted call or txt mei6l9x3o1-4-7/4-8/-cashxready
apple,,,unlocked,2019-10-02 17:06,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-hmu-we-can-meet-today/6973862541.html,,apple iOS,,$600,iphone $hmu we can meet today
apple,rose,like new,unlocked,2019-10-02 17:09,https://sandiego.craigslist.org/nsd/mob/d/del-mar-rose-gold-iphone-8s/6991488795.html,,apple iOS,,$300,rose gold iphone 8s
apple,red,new,unlocked,2019-10-02 17:18,https://sandiego.craigslist.org/csd/mob/d/san-diego-unlocked-iphone-6-64gb-for/6991493771.html,64gb,apple iOS,,$150,unlocked iphone 6 (64gb) for sale!
apple,,,unlocked,2019-10-02 18:58,https://sandiego.craigslist.org/csd/mob/d/chula-vista-do-you-have-an-old-phone/6991512068.html,,apple iOS,,$450,do you have an old phone? sell to me call now
apple,black,like new,att,2019-10-02 17:22,https://sandiego.craigslist.org/ssd/mob/d/like-new-galaxy-s9-plus-black-64gb-att/6983782373.html,64gb,apple iOS,,$340,like new galaxy s9 plus black 64gb at&t
lg,red,good,tmobile,2019-10-02 17:01,https://sandiego.craigslist.org/csd/mob/d/national-city-lg-v20-tmobile/6987259299.html,,android,v20,$100,lg v20 (tmobile)
apple,black,like new,tmobile,2019-10-02 17:23,https://sandiego.craigslist.org/ssd/mob/d/like-new-iphone-8-plus-black-64gb/6985269738.html,64gb,apple iOS,,$440,like new iphone 8 plus black 64gb unlocked
apple,,,unlocked,2019-10-02 17:03,https://sandiego.craigslist.org/csd/mob/d/cardiff-by-the-sea-iphonexs-max/6989444116.html,256gb,apple iOS,,$600,iphonexs max
apple,,,unlocked,2019-10-02 17:04,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-hmu-we-can-meet-today/6975207097.html,,apple iOS,,$600,iphone $hmu we can meet today
apple,,,unlocked,2019-10-02 17:30,https://sandiego.craigslist.org/csd/mob/d/san-diego-used-iphone-619-best-offer/6991466101.html,,apple iOS,,$500,used iphone $619 best 2/7//8 offer 16x13in san diego new galaxy too
