BRAND,COLOUR,CONDITION,CONTRACT,MEMORY,MOBOS,MODEL,PRICE
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,450.0
Apple,unknow,4.0,Unlocked,64,apple ios,Iphone 11,659.0
Apple,unknow,4.0,Unlocked,64,apple ios,11 pro max,999.0
Apple,gray,5.0,Unlocked,64,apple ios,Iphone X,595.0
Apple,gold,2.0,Unlocked,64,apple ios,iPhone 8 Plus,450.0
Apple,unknow,3.0,Unlocked,64,apple ios,11 pro max,850.0
Apple,unknow,3.0,Unlocked,0,apple ios,XR,500.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,350.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,350.0
Apple,black,5.0,Unlocked,64,apple ios,Axon 7 Mini,90.0
Apple,unknow,4.0,Unlocked,256,apple ios,iphone 8,450.0
Apple,black,3.0,Unlocked,256,apple ios,Iphone X,700.0
Apple,silver,4.0,Unlocked,128,apple ios,S10e,185.0
Samsung,unknow,3.0,Unlocked,0,android,S10 plus,650.0
Samsung,unknow,3.0,Unlocked,0,android,S10 plus,600.0
Apple,gold,4.0,Unlocked,64,apple ios,IPHONE 6,175.0
Apple,black,4.0,Sprint,128,apple ios,6 PLUS,200.0
Apple,gold,4.0,T-Mobile,64,apple ios,iphone 8,250.0
Lg,black,4.0,T-Mobile,32,android,MN382LL/A,100.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,580.0
Apple,gold,3.0,Unlocked,64,apple ios,iPhone 8 Plus,500.0
Apple,silver,4.0,At&t,256,apple ios,iPhone 8 Plus,300.0
Apple,gray,5.0,T-Mobile,64,apple ios,iphone 8,320.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,500.0
Apple,gray,4.0,T-Mobile,64,apple ios,iphone 8,320.0
Apple,gold,4.0,T-Mobile,32,apple ios,iPhone,79.0
Apple,gray,4.0,T-Mobile,64,apple ios,iPhone 8 Plus,365.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,550.0
Apple,gold,4.0,Unlocked,64,apple ios,IPHONE 7 PLUS,250.0
Apple,gold,4.0,Unlocked,32,apple ios,IPHONE 7,240.0
Apple,unknow,4.0,Unlocked,64,apple ios,IPHONE 7 PLUS,325.0
Apple,unknow,3.0,At&t,256,apple ios,xs max,750.0
Apple,red,4.0,Unlocked,64,apple ios,IPHONE 6,170.0
Samsung,red,5.0,Unlocked,64,android,NOTE 5,180.0
Samsung,white,5.0,Unlocked,256,android,6s Plus,120.0
Samsung,red,4.0,Verizon,128,android,s8,130.0
Apple,unknow,4.0,Unlocked,256,apple ios,IPHONE 7 PLUS,300.0
Apple,unknow,4.0,Verizon,0,apple ios,Iphone 11,650.0
Apple,unknow,3.0,Unlocked,64,apple ios,xs max,700.0
Samsung,gray,4.0,Unlocked,32,android,J7 ,50.0
Apple,unknow,4.0,Unlocked,64,apple ios,XR,400.0
Motorola,gray,4.0,Unlocked,32,android,G7,75.0
Apple,unknow,3.0,Unlocked,0,apple ios,iPhone 8 Plus,450.0
Apple,unknow,5.0,Unlocked,256,apple ios,Iphone X,640.0
Apple,black,4.0,Unlocked,32,apple ios,IPHONE 7,250.0
Apple,unknow,4.0,Unlocked,0,apple ios,XR,600.0
Apple,gray,5.0,Unlocked,128,apple ios,IPHONE 6S,250.0
Apple,unknow,3.0,Unlocked,256,apple ios,11 pro max,1000.0
Apple,gray,4.0,Unlocked,128,apple ios,S9+,200.0
Apple,unknow,3.0,At&t,256,apple ios,xs max,850.0
Apple,unknow,3.0,At&t,256,apple ios,Iphone X,600.0
Apple,unknow,4.0,Unlocked,64,apple ios,IPHONE 7 PLUS,350.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,650.0
Apple,purple,5.0,T-Mobile,128,apple ios,IPHONE 7,180.0
Apple,blue,4.0,Unlocked,64,apple ios,XR,650.0
Apple,white,4.0,T-Mobile,256,apple ios,XS Max,250.0
Samsung,white,5.0,Unlocked,256,android,NOTE 4,175.0
Apple,unknow,3.0,Verizon,64,apple ios,xs max,800.0
Apple,white,4.0,Unlocked,64,apple ios,S,100.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,600.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,650.0
Samsung,unknow,4.0,T-Mobile,256,android,note 10 plus,850.0
Apple,red,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,100.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,655.0
Apple,gray,4.0,T-Mobile,128,apple ios,IPHONE 7,100.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,600.0
Apple,unknow,4.0,Unlocked,0,apple ios,XR,550.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,100.0
Apple,gray,3.0,Unlocked,256,apple ios,Iphone X,599.0
Apple,unknow,3.0,Unlocked,512,apple ios,xs max,900.0
Apple,black,5.0,Unlocked,128,apple ios,IPHONE 7 PLUS,390.0
Apple,red,4.0,Unlocked,16,apple ios,Galaxy S7 Edge,120.0
Apple,black,4.0,Verizon,512,apple ios,XS,800.0
Apple,black,4.0,Unlocked,256,apple ios,IPHONE 7 PLUS,400.0
Apple,unknow,3.0,T-Mobile,256,apple ios,xs max,450.0
Apple,black,5.0,Unlocked,128,apple ios,IPHONE 7,200.0
Apple,blue,4.0,Unlocked,128,apple ios,IPHONE 7,200.0
Apple,black,5.0,At&t,128,apple ios,IPHONE 7,190.0
Samsung,red,5.0,Verizon,32,android,S9+,175.0
Apple,unknow,4.0,Unlocked,256,apple ios,IPHONE 7 PLUS,300.0
Apple,unknow,3.0,Verizon,0,apple ios,Iphone X,600.0
Apple,gold,4.0,Unlocked,64,apple ios,iphone 8,260.0
Samsung,black,4.0,T-Mobile,0,android,S10,590.0
Apple,unknow,4.0,Unlocked,64,apple ios,Iphone X,548.0
Samsung,rose,4.0,Verizon,32,android,S9,175.0
Apple,unknow,5.0,Unlocked,256,apple ios,Iphone X,700.0
Samsung,unknow,5.0,Sprint,0,android,Note 9,500.0
Apple,white,5.0,Unlocked,256,apple ios,IPHONE 6S,160.0
Apple,unknow,4.0,T-Mobile,64,apple ios,iPhone 8 Plus,350.0
Apple,gray,4.0,Unlocked,64,apple ios,IPHONE 7,249.0
Apple,gray,5.0,Unlocked,32,apple ios,IPHONE 6,130.0
Apple,silver,4.0,Unlocked,64,apple ios,6 PLUS,249.0
Apple,red,5.0,Unlocked,2,apple ios,S4,50.0
Samsung,rose,2.0,Unlocked,32,android,J7 ,60.0
Samsung,white,3.0,Unlocked,128,android,S10,500.0
Apple,rose,5.0,At&t,32,apple ios,iPhone 6S,85.0
Apple,gold,4.0,Unlocked,256,apple ios,xs max,880.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,575.0
Apple,unknow,4.0,Unlocked,64,apple ios,iPhone 8 Plus,400.0
Apple,gold,3.0,Unlocked,256,apple ios,iPhone 8 Plus,515.0
Apple,black,4.0,Unlocked,32,apple ios,IPHONE 6,130.0
Apple,silver,4.0,Unlocked,32,apple ios,IPHONE 7 PLUS,320.0
Apple,unknow,4.0,T-Mobile,32,apple ios,IPHONE 7 PLUS,300.0
Apple,blue,4.0,Unlocked,16,apple ios,iPhone 6s,55.0
Apple,red,4.0,Unlocked,32,apple ios,IPHONE 6S,160.0
Apple,gray,4.0,T-Mobile,256,apple ios,IPHONE 7,250.0
Apple,gold,5.0,Unlocked,64,apple ios,IPHONE 6,100.0
Apple,unknow,4.0,Unlocked,0,apple ios,Iphone X,440.0
Apple,red,5.0,At&t,128,apple ios,IPHONE 6 PLUS,150.0
Apple,blue,4.0,Unlocked,32,apple ios,IPHONE 6S,185.0
Apple,gold,4.0,Unlocked,64,apple ios,6 PLUS,249.0
Apple,gray,5.0,Unlocked,64,apple ios,IPHONE 6S,220.0
Samsung,red,4.0,Unlocked,64,android,X,240.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7,325.0
Samsung,unknow,5.0,Sprint,64,android,Note 8,300.0
Apple,gray,4.0,Unlocked,64,apple ios,IPHONE 6,169.0
Samsung,unknow,3.0,Unlocked,0,android,S10,500.0
Apple,unknow,4.0,Verizon,64,apple ios,Iphone 8,325.0
Apple,unknow,3.0,At&t,0,apple ios,xs max,800.0
Apple,unknow,4.0,Unlocked,64,apple ios,IPHONE 7,375.0
Apple,unknow,3.0,Unlocked,0,apple ios,iPhone 8 Plus,575.0
Apple,black,4.0,Unlocked,16,apple ios,IPHONE 6S,120.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,611.0
Apple,unknow,3.0,Unlocked,256,apple ios,XS,500.0
Apple,gray,4.0,Unlocked,256,apple ios,Iphone X,600.0
Apple,white,5.0,At&t,128,apple ios,IPHONE 7,260.0
Apple,black,4.0,Unlocked,32,apple ios,GALAXY S5,79.0
Apple,silver,3.0,At&t,512,apple ios,xs max,800.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,550.0
Apple,unknow,4.0,Verizon,64,apple ios,iPhone 8 Plus,325.0
Samsung,unknow,4.0,Unlocked,512,android,Note 9,1000.0
Apple,gold,4.0,Sprint,256,apple ios,iPhone 8 Plus,350.0
Apple,red,5.0,T-Mobile,64,apple ios,IPHONE 6,160.0
Apple,red,5.0,Unlocked,128,apple ios,IPHONE 6S,160.0
Apple,silver,4.0,Unlocked,256,apple ios,XS,900.0
Samsung,black,5.0,T-Mobile,32,android,V30 ThinQ,110.0
Samsung,unknow,4.0,Unlocked,64,android,s8+,350.0
Apple,unknow,3.0,Unlocked,0,apple ios,X Max,800.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,550.0
Apple,unknow,3.0,Unlocked,0,apple ios,xs max,800.0
Apple,unknow,3.0,Unlocked,256,apple ios,iphone 8,450.0
Apple,silver,4.0,Unlocked,256,apple ios,IPHONE 7 PLUS,250.0
Apple,unknow,4.0,T-Mobile,256,apple ios,IPHONE 7 PLUS,350.0
Apple,gray,4.0,T-Mobile,64,apple ios,iPhone 8 Plus,425.0
Apple,unknow,4.0,Unlocked,256,apple ios,Iphone X,650.0
Apple,silver,3.0,Unlocked,256,apple ios,Iphone X,600.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,625.0
Apple,gold,4.0,Unlocked,64,apple ios,iphone 8,225.0
Apple,Grey,2.0,T-Mobile,64,apple ios,iPhone 8 Plus,450.0
Samsung,black,4.0,Verizon,32,android,S9,130.0
Apple,unknow,4.0,Unlocked,64,apple ios,iphone 8,360.0
Apple,unknow,3.0,Unlocked,0,apple ios,iPhone 8 Plus,480.0
Apple,silver,3.0,Unlocked,256,apple ios,XS,800.0
Apple,Grey,4.0,Verizon,64,apple ios,iPhone 8 Plus,400.0
Samsung,unknow,4.0,Unlocked,256,android,Note 8,300.0
Apple,rose,4.0,Unlocked,128,apple ios,iphone 8,175.0
Apple,black,5.0,Unlocked,64,apple ios,iPhone 8,167.0
Apple,unknow,3.0,At&t,0,apple ios,Iphone X,500.0
Apple,black,5.0,Unlocked,64,apple ios,iPhone x,167.0
Apple,unknow,5.0,Unlocked,512,apple ios,XR,400.0
Apple,gold,4.0,Unlocked,64,apple ios,XS,500.0
Apple,unknow,3.0,T-Mobile,64,apple ios,Iphone 6,470.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,565.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,340.0
Apple,unknow,4.0,Unlocked,64,apple ios,IPHONE 7 PLUS,325.0
Apple,unknow,3.0,At&t,0,apple ios,xs max,575.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 6S,130.0
Apple,unknow,3.0,Sprint,0,apple ios,xs max,800.0
Apple,white,4.0,Unlocked,32,apple ios,Galaxy S5 Unlocked,79.0
Samsung,unknow,5.0,Unlocked,0,android,S10,1000.0
Google,rose,4.0,T-Mobile,32,android,BLU VIVO,149.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,675.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,640.0
Samsung,gray,4.0,Verizon,64,android,Galaxy Note 8,175.0
Apple,black,4.0,Unlocked,64,apple ios,iPhone 8 Plus,350.0
Apple,silver,4.0,At&t,256,apple ios,Iphone X,600.0
Apple,unknow,4.0,Unlocked,0,apple ios,Iphone X,675.0
Apple,black,4.0,Unlocked,16,apple ios,IPHONE 6S,120.0
Huawei,unknow,3.0,Unlocked,128,android,mate 20 pro,500.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,475.0
Apple,black,4.0,At&t,64,apple ios,iPhone 8 Plus,350.0
Samsung,white,4.0,Unlocked,16,android,j3 achieve,50.0
Apple,unknow,3.0,At&t,64,apple ios,XR,475.0
Apple,black,4.0,Sprint,64,apple ios,Iphone X,125.0
Apple,black,4.0,T-Mobile,256,apple ios,7 PLUS,120.0
Samsung,unknow,4.0,Unlocked,512,android,s9,350.0
Samsung,unknow,3.0,Unlocked,128,android,S10,560.0
Samsung,unknow,5.0,Sprint,0,android,Note 9,490.0
Apple,gray,4.0,Unlocked,256,apple ios,Iphone X,399.0
Samsung,red,4.0,Unlocked,32,android,S7,125.0
Apple,unknow,4.0,At&t,0,apple ios,xs max,750.0
Samsung,unknow,5.0,Unlocked,256,android,s9+,395.0
Apple,unknow,3.0,Unlocked,64,apple ios,XR,500.0
Samsung,unknow,3.0,Verizon,128,android,S10,450.0
Apple,black,5.0,Unlocked,64,apple ios,IPHONE 6S,90.0
Google,white,3.0,Verizon,128,android,pixel 3 xl,495.0
Apple,blue,4.0,Unlocked,64,apple ios,6 PLUS,180.0
Apple,black,4.0,Unlocked,256,apple ios,IPHONE 7 PLUS,355.0
Apple,black,4.0,Unlocked,32,apple ios,S7,79.0
Apple,unknow,4.0,T-Mobile,64,apple ios,iphone 8,350.0
Apple,black,5.0,Unlocked,64,apple ios,iPhone 7,135.0
Apple,gray,4.0,Sprint,32,apple ios,IPHONE 7,125.0
Apple,unknow,4.0,At&t,64,apple ios,IPHONE 7 PLUS,350.0
Apple,gold,4.0,Verizon,256,apple ios,IPHONE 6S,250.0
Apple,unknow,4.0,T-Mobile,0,apple ios,xs max,750.0
Apple,silver,5.0,Unlocked,128,apple ios,iphone 6,115.0
Apple,unknow,4.0,T-Mobile,0,apple ios,XR,549.0
Apple,gold,4.0,Unlocked,64,apple ios,6 PLUS,149.0
Apple,red,4.0,Unlocked,128,apple ios,IPHONE 6S,129.0
Apple,rose,4.0,Unlocked,64,apple ios,IPHONE 6S,169.0
Apple,silver,4.0,Unlocked,128,apple ios,5s,79.0
Apple,gold,5.0,Unlocked,16,apple ios,G5,59.0
Samsung,black,4.0,Unlocked,64,android,10,199.0
Samsung,red,4.0,Unlocked,256,android,Note 8,299.0
Samsung,gray,5.0,Unlocked,128,android,S8,189.0
apple,gray,5.0,Unlocked,128,apple ios,IPHONE 7,200.0
Apple,unknow,3.0,Unlocked,64,apple ios,xs max,750.0
Samsung,unknow,5.0,Unlocked,256,android,S10 plus,350.0
Samsung,unknow,4.0,Unlocked,128,android,Note 9,480.0
Apple,gold,4.0,Unlocked,16,apple ios,droid z,65.0
Apple,white,5.0,T-Mobile,64,apple ios,iPhone 8 Plus,230.0
Apple,gold,5.0,Unlocked,256,apple ios,Iphone X,300.0
Apple,unknow,4.0,Unlocked,64,apple ios,iPhone 8 Plus,425.0
Lg,red,4.0,Unlocked,32,android,S7,95.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,650.0
Apple,unknow,3.0,Verizon,128,apple ios,Iphone 11,650.0
Apple,unknow,4.0,Unlocked,64,apple ios,iPhone 8 Plus,425.0
Apple,black,4.0,Unlocked,256,apple ios,iPhone 8 plus,110.0
Apple,black,4.0,Unlocked,64,apple ios,Iphone X,500.0
Apple,gray,4.0,Sprint,64,apple ios,iphone 8,215.0
Apple,silver,4.0,Unlocked,256,apple ios,Iphone X,600.0
Samsung,purple,4.0,Unlocked,128,android,S6,120.0
Apple,unknow,3.0,Unlocked,256,apple ios,iPhone 8 Plus,450.0
Apple,unknow,4.0,Verizon,128,apple ios,IPHONE 7 PLUS,370.0
Apple,black,4.0,Unlocked,16,apple ios,iPhone 6 Silver 16GB,55.0
Apple,unknow,4.0,At&t,64,apple ios,Iphone 11,800.0
Samsung,rose,4.0,T-Mobile,64,android,A10,179.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,600.0
Apple,black,5.0,Unlocked,128,apple ios,IPHONE 6S,120.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,500.0
Samsung,black,5.0,Verizon,32,android,6plus,120.0
Apple,unknow,4.0,Unlocked,64,apple ios,IPHONE 7 PLUS,350.0
Apple,unknow,4.0,At&t,64,apple ios,11 Pro,950.0
Apple,black,4.0,At&t,64,apple ios,IPHONE 6S,150.0
Samsung,unknow,3.0,Unlocked,0,android,S10,800.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 7,300.0
Apple,gray,4.0,Unlocked,128,apple ios,Galaxy S 6,79.0
Apple,unknow,4.0,At&t,64,apple ios,Iphone 7+,350.0
Apple,black,5.0,Unlocked,64,apple ios,IPHONE 6S,140.0
Apple,unknow,4.0,At&t,256,apple ios,iphone 8,350.0
Apple,blue,3.0,Unlocked,128,apple ios,XR,600.0
Apple,unknow,3.0,Unlocked,128,apple ios,XR,550.0
Apple,red,4.0,Unlocked,8,apple ios,CONVOY 4,40.0
Apple,black,3.0,Unlocked,128,apple ios,XR,475.0
Apple,unknow,4.0,T-Mobile,256,apple ios,XS,720.0
Samsung,unknow,3.0,Unlocked,0,android,s9,460.0
Apple,unknow,3.0,Sprint,64,apple ios,xs max,700.0
Apple,gray,4.0,Unlocked,128,apple ios,IPHONE 6,260.0
Motorola,blue,5.0,Unlocked,32,android,X4,115.0
Apple,gold,3.0,Unlocked,256,apple ios,XS,800.0
Samsung,unknow,3.0,At&t,0,android,note 10 plus,835.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,380.0
Apple,red,4.0,Unlocked,32,apple ios,IPHONE 7,215.0
Apple,rose,4.0,Unlocked,32,apple ios,IPHONE 7,215.0
Apple,silver,3.0,Unlocked,128,apple ios,XS,700.0
Apple,unknow,3.0,Unlocked,0,apple ios,XR,800.0
Apple,unknow,3.0,Unlocked,256,apple ios,XS,900.0
Apple,gold,2.0,Unlocked,64,apple ios,iPhone 8 Plus,450.0
Samsung,unknow,4.0,T-Mobile,256,android,Note 8,329.0
Apple,unknow,3.0,At&t,256,apple ios,Iphone X,550.0
Apple,silver,3.0,At&t,64,apple ios,Iphone X,700.0
Apple,gold,4.0,T-Mobile,256,apple ios,IPHONE 7,300.0
Apple,white,2.0,T-Mobile,256,apple ios,IPHONE 7,300.0
Apple,gold,5.0,Verizon,64,apple ios,S6 Edge SM-G925T UNLOCKED,140.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,375.0
Samsung,unknow,3.0,Unlocked,128,android,S10 plus,500.0
Apple,unknow,3.0,T-Mobile,64,apple ios,XR,500.0
Apple,unknow,4.0,Unlocked,64,apple ios,iphone 8,320.0
Apple,black,4.0,Unlocked,32,apple ios,galaxy s4,50.0
Apple,unknow,3.0,T-Mobile,256,apple ios,Iphone X,500.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,420.0
Apple,gold,3.0,Verizon,256,apple ios,xs max,1100.0
Samsung,unknow,3.0,Unlocked,0,android,S10,500.0
Samsung,unknow,3.0,Unlocked,0,android,s9,1000.0
Apple,silver,5.0,Unlocked,64,apple ios,IPHONE 7 PLUS,250.0
Apple,red,4.0,Unlocked,16,apple ios,IPHONE 6,200.0
Apple,silver,4.0,Unlocked,32,apple ios,I phone 6S plus,99.0
Apple,gold,4.0,Unlocked,32,apple ios,IPHONE 6S,129.0
Apple,rose,4.0,Unlocked,64,apple ios,6 PLUS,155.0
Apple,unknow,4.0,At&t,256,apple ios,Iphone X,399.0
Apple,black,5.0,Unlocked,128,apple ios,6 PLUS,200.0
Apple,unknow,3.0,Unlocked,0,apple ios,XS,750.0
Apple,blue,4.0,Unlocked,256,apple ios,IPHONE 7,230.0
Apple,gray,5.0,Unlocked,64,apple ios,Iphone X,595.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,500.0
Apple,unknow,3.0,Unlocked,64,apple ios,xs max,650.0
Samsung,unknow,4.0,Unlocked,0,android,9plus,425.0
Lg,red,4.0,T-Mobile,32,android,stylo 4,95.0
Apple,gray,5.0,Unlocked,32,apple ios,IPHONE 6S,149.0
Apple,gray,4.0,Unlocked,64,apple ios,6 PLUS,249.0
Apple,black,4.0,Unlocked,256,apple ios,IPHONE 7,249.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 6,130.0
Apple,black,5.0,Unlocked,64,apple ios,IPHONE 6,200.0
Apple,gray,4.0,Unlocked,128,apple ios,IPHONE 7,280.0
Apple,unknow,4.0,Unlocked,256,apple ios,7 plus,400.0
Apple,gray,4.0,Unlocked,256,apple ios,IPHONE 7,288.0
Apple,unknow,4.0,T-Mobile,64,apple ios,IPHONE 7 PLUS,350.0
Apple,unknow,4.0,T-Mobile,256,apple ios,xs max,800.0
Apple,unknow,4.0,T-Mobile,256,apple ios,xs max,800.0
Apple,unknow,4.0,Unlocked,64,apple ios,11 pro max,999.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 6S,175.0
Apple,unknow,4.0,Unlocked,64,apple ios,11 pro max,999.0
Samsung,rose,5.0,Unlocked,32,android,S7,149.0
Apple,unknow,3.0,Unlocked,64,apple ios,XS,650.0
Samsung,blue,4.0,Unlocked,0,android,Note 8,440.0
Apple,red,4.0,Unlocked,32,apple ios,iPhone 6,55.0
Apple,unknow,3.0,Unlocked,0,apple ios,xs max,800.0
Apple,black,5.0,Unlocked,128,apple ios,IPHONE 6,165.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6,169.0
Apple,rose,4.0,Unlocked,32,apple ios,iPhone 6s Plus,100.0
Motorola,gray,4.0,At&t,64,android,G7,170.0
Apple,Grey,3.0,Unlocked,64,apple ios,Iphone X,520.0
Apple,rose,5.0,Unlocked,128,apple ios,XR,300.0
Samsung,blue,5.0,At&t,512,android,note 10 plus,400.0
Apple,unknow,4.0,Unlocked,0,apple ios,Iphone X,700.0
Apple,gold,4.0,Unlocked,64,apple ios,xs max,350.0
Apple,gray,4.0,Unlocked,128,apple ios,S8+,200.0
Samsung,unknow,4.0,At&t,64,android,Note 8,300.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,350.0
Apple,black,4.0,Unlocked,64,apple ios,S8+,79.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,611.0
Apple,unknow,3.0,At&t,512,apple ios,xs max,750.0
Apple,black,4.0,Unlocked,16,apple ios,iPhone 4,55.0
Apple,black,3.0,Unlocked,256,apple ios,Iphone X,550.0
Apple,unknow,3.0,Sprint,0,apple ios,XS,500.0
Apple,gold,3.0,Unlocked,256,apple ios,xs max,800.0
Apple,red,4.0,Unlocked,32,apple ios,IPHONE 7,280.0
Apple,gray,4.0,Unlocked,32,apple ios,H3123,90.0
Apple,black,2.0,Unlocked,128,apple ios,IPHONE 7 PLUS,450.0
Apple,rose,4.0,Unlocked,16,apple ios,IPHONE 6,110.0
Apple,red,4.0,Unlocked,16,apple ios,IPHONE 6S,150.0
Apple,gray,3.0,Unlocked,256,apple ios,iPhone 8 Plus,700.0
Apple,unknow,4.0,T-Mobile,256,apple ios,Note 10,400.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone 11,600.0
Apple,unknow,4.0,Unlocked,64,apple ios,iphone 8,360.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6,150.0
Samsung,gold,4.0,Unlocked,64,android,NOTE 5,250.0
Apple,purple,5.0,T-Mobile,128,apple ios,IPHONE 7,250.0
Apple,gold,4.0,Unlocked,128,apple ios,IPHONE 7,300.0
Apple,unknow,4.0,Unlocked,256,apple ios,Iphone X,650.0
Apple,purple,5.0,At&t,256,apple ios,IPHONE 7,250.0
Apple,gold,3.0,At&t,256,apple ios,iphone 8,550.0
Apple,black,3.0,Unlocked,256,apple ios,Iphone X,650.0
Apple,unknow,3.0,T-Mobile,0,apple ios,xs max,825.0
Apple,silver,3.0,Unlocked,256,apple ios,iPhone 8 Plus,520.0
Samsung,unknow,3.0,Unlocked,0,android,Note 10 plus,900.0
Apple,gold,4.0,Unlocked,128,apple ios,IPHONE 6S,295.0
Samsung,white,4.0,Unlocked,64,android,S7,180.0
Apple,unknow,3.0,At&t,0,apple ios,11 Pro,750.0
Apple,unknow,3.0,Unlocked,64,apple ios,xs max,800.0
Motorola,silver,4.0,T-Mobile,64,android,A1660,100.0
Lg,gold,4.0,Unlocked,16,android,g5,80.0
Apple,gold,4.0,Unlocked,32,apple ios,IPHONE 7,250.0
Motorola,gray,4.0,Unlocked,16,android,J3,65.0
Apple,gray,5.0,Unlocked,256,apple ios,iPhone XS Max,250.0
Apple,Grey,4.0,Unlocked,64,apple ios,11 Pro,1100.0
Apple,unknow,3.0,Unlocked,256,apple ios,XS,700.0
Apple,gold,3.0,Unlocked,256,apple ios,xs max,1000.0
Apple,unknow,5.0,Unlocked,256,apple ios,xs max,350.0
Apple,unknow,4.0,Unlocked,64,apple ios,Iphone X,300.0
Apple,white,4.0,At&t,16,apple ios,U683CL,45.0
Apple,red,5.0,Unlocked,32,apple ios,IPHONE 6,50.0
Apple,blue,5.0,Unlocked,128,apple ios,IPHONE 6S,90.0
Samsung,black,5.0,Unlocked,16,android,Moto G7 Play,60.0
Apple,silver,4.0,Unlocked,256,apple ios,Iphone X,400.0
Apple,unknow,4.0,At&t,64,apple ios,XR,575.0
Apple,unknow,3.0,Sprint,0,apple ios,Iphone X,500.0
Apple,silver,4.0,At&t,32,apple ios,IPHONE 7 PLUS,275.0
Apple,unknow,3.0,Unlocked,256,apple ios,xs max,500.0
Samsung,red,4.0,T-Mobile,32,android,PH-1,100.0
Motorola,gold,4.0,Unlocked,128,android,Xs max,250.0
Apple,unknow,4.0,T-Mobile,256,apple ios,iPhone 8 Plus,425.0
Apple,white,4.0,At&t,64,apple ios,iphone 8,380.0
Samsung,silver,5.0,T-Mobile,16,android,sm-n950u,100.0
Apple,unknow,3.0,Unlocked,0,apple ios,XR,500.0
Apple,unknow,3.0,Verizon,128,apple ios,IPHONE 7 PLUS,500.0
Apple,silver,5.0,Unlocked,64,apple ios,IPHONE 6,199.0
Apple,white,4.0,Unlocked,64,apple ios,IPHONE 6,175.0
Apple,unknow,5.0,Unlocked,32,apple ios,IPHONE 7 PLUS,300.0
Apple,unknow,3.0,At&t,256,apple ios,xs max,900.0
Apple,gray,5.0,Unlocked,32,apple ios,iPhone 6 A1549,75.0
Apple,white,3.0,Unlocked,64,apple ios,Iphone X,585.0
Apple,white,4.0,Unlocked,256,apple ios,IPHONE 6S,160.0
Apple,gold,4.0,Sprint,64,apple ios,IPHONE 7,200.0
Apple,white,4.0,Unlocked,32,apple ios,I phone 6s,90.0
Apple,silver,5.0,Unlocked,128,apple ios,IPHONE 6S,250.0
Apple,silver,4.0,Unlocked,128,apple ios,IPHONE 6S,180.0
Apple,gray,4.0,Unlocked,64,apple ios,Iphone X,550.0
Apple,gray,4.0,Unlocked,64,apple ios,Iphone X,550.0
Apple,unknow,3.0,Unlocked,0,apple ios,XR,450.0
Apple,rose,4.0,Unlocked,64,apple ios,IPHONE 6S,200.0
Apple,red,4.0,At&t,256,apple ios,IPHONE 7,250.0
Apple,gold,5.0,T-Mobile,64,apple ios,xs max,350.0
Apple,black,3.0,At&t,256,apple ios,Iphone 11,800.0
