Index,Brand,Condition,Price
1323, Apple,4,595
1324, Apple,3,450
1325, Apple,4,350
1326, Apple,4,350
1327, Apple,4,90
1328, Apple,2,450
1329, Apple,2,185
1330, Apple,4,175
1331, Apple,4,200
1332, Apple,4,250
1333, Lg,2,100
1334, Apple,4,300
1335, Apple,4,320
1336, Apple,4,320
1337, Apple,4,79
1338, Apple,4,365
1339, Apple,4,250
1340, Apple,4,240
1341, Apple,4,325
1342, Apple,4,170
1343, Samsung,4,180
1344, Samsung,4,120
1345, Samsung,4,130
1346, Apple,4,300
1347, Apple,4,650
1348, Samsung,4,50
1349, Apple,4,400
1350, Motorola,2,75
1351, Apple,4,640
1352, Apple,4,250
1353, Apple,4,600
1354, Apple,4,250
1355, Apple,4,200
1356, Apple,4,350
1357, Apple,4,180
1358, Apple,2,650
1359, Apple,4,250
1360, Samsung,4,175
1361, Apple,4,100
1362, Samsung,4,850
1363, Apple,4,100
1364, Apple,4,100
1365, Apple,4,550
1366, Apple,4,100
1367, Apple,4,390
1368, Apple,4,120
1369, Apple,2,800
1370, Apple,4,400
1371, Apple,4,200
1372, Apple,4,200
1373, Apple,4,190
1374, Samsung,4,175
1375, Apple,4,300
1376, Apple,4,260
1377, Samsung,4,590
1378, Apple,4,548
1379, Samsung,4,175
1380, Apple,4,700
1381, Samsung,4,500
1382, Apple,4,160
1383, Apple,4,350
1384, Apple,4,249
1385, Apple,4,130
1386, Apple,4,249
1387, Apple,4,50
1388, Samsung,3,60
1389, Apple,4,85
1390, Apple,4,880
1391, Apple,4,400
1392, Apple,4,130
1393, Apple,4,320
1394, Apple,4,300
1395, Apple,4,55
1396, Apple,2,160
1397, Apple,4,250
1398, Apple,4,100
1399, Apple,4,440
1400, Apple,4,150
1401, Apple,4,185
1402, Apple,4,249
1403, Apple,4,220
1404, Samsung,4,240
1405, Apple,4,325
1406, Samsung,4,300
1407, Apple,4,169
1408, Apple,4,325
1409, Apple,4,375
1410, Apple,4,120
1411, Apple,4,600
1412, Apple,4,260
1413, Apple,2,79
1414, Apple,4,325
1415, Samsung,4,1000
1416, Apple,2,350
1417, Apple,4,160
1418, Apple,4,160
1419, Apple,4,900
1420, Samsung,4,110
1421, Samsung,4,350
1422, Apple,2,800
1423, Apple,4,250
1424, Apple,4,350
1425, Apple,4,425
1426, Apple,2,650
1427, Apple,2,600
1428, Apple,4,225
1429, Apple,3,450
1430, Samsung,4,130
1431, Apple,4,360
1432, Apple,4,400
1433, Samsung,4,300
1434, Apple,4,175
1435, Apple,4,167
1436, Apple,4,167
1437, Apple,4,400
1438, Apple,2,500
1439, Apple,2,340
1440, Apple,4,325
1441, Apple,2,130
1442, Apple,4,79
1443, Samsung,5,1000
1444, Google,4,149
1445, Samsung,4,175
1446, Apple,4,350
1447, Apple,4,600
1448, Apple,4,675
1449, Apple,4,120
1450, Apple,4,350
1451, Samsung,4,50
1452, Apple,2,125
1453, Apple,4,120
1454, Samsung,4,350
1455, Samsung,4,490
1456, Apple,4,399
1457, Samsung,4,125
1458, Apple,4,750
1459, Samsung,4,395
1460, Apple,2,500
1461, Apple,4,90
1462, Apple,4,180
1463, Apple,4,355
1464, Apple,4,79
1465, Apple,4,350
1466, Apple,4,135
1467, Apple,2,125
1468, Apple,2,350
1469, Apple,4,250
1470, Apple,4,750
1471, Apple,4,115
1472, Apple,2,549
1473, Apple,4,149
1474, Apple,4,129
1475, Apple,4,169
1476, Apple,4,79
1477, Apple,4,59
1478, Samsung,4,199
1479, Samsung,4,299
1480, Samsung,4,189
1481, apple,4,200
1482, Samsung,4,350
1483, Samsung,4,480
1484, Apple,2,65
1485, Apple,4,230
1486, Apple,4,300
1487, Apple,4,425
1488, Lg,4,95
1489, Apple,4,425
1490, Apple,4,110
1491, Apple,2,500
1492, Apple,2,215
1493, Apple,4,600
1494, Samsung,4,120
1495, Apple,4,370
1496, Apple,4,55
1497, Apple,4,800
1498, Samsung,4,179
1499, Apple,4,120
1500, Samsung,4,120
1501, Apple,4,350
1502, Apple,4,950
1503, Apple,4,150
1504, Apple,4,300
1505, Apple,4,79
1506, Apple,4,350
1507, Apple,4,140
1508, Apple,4,350
1509, Apple,2,600
1510, Apple,4,40
1511, Apple,4,720
1512, Apple,4,260
1513, Motorola,4,115
1514, Apple,4,380
1515, Apple,4,215
1516, Apple,4,215
1517, Apple,3,450
1518, Samsung,4,329
1519, Apple,4,300
1520, Apple,3,300
1521, Apple,4,140
1522, Apple,4,375
1523, Apple,4,320
1524, Apple,4,50
1525, Apple,4,420
1526, Apple,4,250
1527, Apple,2,200
1528, Apple,4,99
1529, Apple,4,129
1530, Apple,4,155
1531, Apple,4,399
1532, Apple,4,200
1533, Apple,2,230
1534, Apple,4,595
1535, Samsung,4,425
1536, Lg,4,95
1537, Apple,4,149
1538, Apple,4,249
1539, Apple,4,249
1540, Apple,2,130
1541, Apple,4,200
1542, Apple,2,280
1543, Apple,4,400
1544, Apple,4,288
1545, Apple,4,350
1546, Apple,4,800
1547, Apple,4,800
1548, Apple,4,999
1549, Apple,4,175
1550, Apple,4,999
1551, Samsung,4,149
1552, Samsung,4,440
1553, Apple,4,55
1554, Apple,4,165
1555, Apple,2,169
1556, Apple,2,100
1557, Motorola,4,170
1558, Apple,4,300
1559, Samsung,4,400
1560, Apple,2,700
1561, Apple,4,350
1562, Apple,4,200
1563, Samsung,2,300
1564, Apple,4,350
1565, Apple,4,79
1566, Apple,4,55
1567, Apple,4,280
1568, Apple,2,90
1569, Apple,3,450
1570, Apple,4,110
1571, Apple,4,150
1572, Apple,4,400
1573, Apple,4,360
1574, Apple,2,150
1575, Samsung,4,250
1576, Apple,4,250
1577, Apple,4,300
1578, Apple,4,650
1579, Apple,4,250
1580, Apple,2,295
1581, Samsung,4,180
1582, Motorola,2,100
1583, Lg,2,80
1584, Apple,4,250
1585, Motorola,4,65
1586, Apple,4,250
1587, Apple,4,1100
1588, Apple,4,350
1589, Apple,4,300
1590, Apple,4,45
1591, Apple,4,50
1592, Apple,4,90
1593, Samsung,4,60
1594, Apple,4,400
1595, Apple,4,575
1596, Apple,4,275
1597, Samsung,4,100
1598, Motorola,4,250
1599, Apple,4,425
1600, Apple,4,380
1601, Samsung,4,100
1602, Apple,4,199
1603, Apple,4,175
1604, Apple,4,300
1605, Apple,4,75
1606, Apple,4,160
1607, Apple,4,200
1608, Apple,4,90
1609, Apple,4,250
1610, Apple,4,180
1611, Apple,2,550
1612, Apple,2,550
1613, Apple,4,200
1614, Apple,4,250
1615, Apple,4,350
1616, Apple,4,250
1617, Apple,4,100
1618, Apple,4,150
1619, Samsung,5,690
1620, Samsung,4,145
1621, Motorola,2,100
1622, Apple,4,350
1623, Samsung,3,450
1624, Apple,4,200
1625, Apple,4,289
1626, Apple,4,50
1627, Lg,4,125
1628, Samsung,4,280
1629, Apple,4,100
1630, Apple,4,600
1631, Apple,4,240
1632, Apple,4,200
1633, Apple,4,50
1634, Samsung,4,199
1635, Apple,4,50
1636, Apple,4,135
1637, Apple,4,445
1638, Samsung,4,150
1639, Apple,4,199
1640, Motorola,2,90
1641, Apple,4,400
1642, Apple,4,149
1643, Apple,4,160
1644, Apple,4,640
1645, Apple,4,425
1646, Samsung,4,230
1647, Apple,4,100
1648, Apple,2,200
1649, Apple,4,100
1650, Apple,4,250
1651, Samsung,4,120
1652, Samsung,4,200
1653, Samsung,1,120
1654, Samsung,4,190
1655, Apple,2,160
1656, Apple,3,450
1657, Apple,4,40
1658, Apple,4,420
1659, Apple,4,130
1660, Samsung,4,135
1661, Apple,4,425
1662, Blackberry,4,100
1663, Apple,2,275
1664, Apple,4,300
1665, Samsung,4,240
1666, Apple,4,300
1667, Samsung,4,440
1668, Samsung,4,300
1669, Apple,4,129
1670, Apple,2,99
1671, Apple,4,220
1672, Samsung,4,440
1673, Samsung,4,150
1674, Apple,4,300
1675, Apple,4,420
1676, Apple,4,300
1677, Apple,2,500
1678, Apple,4,350
1679, Apple,4,400
1680, Samsung,4,300
1681, Apple,2,555
1682, Apple,2,620
1683, Apple,4,840
1684, Apple,4,425
1685, Apple,4,330
1686, Apple,4,260
1687, Apple,5,450
1688, Apple,4,160
1689, Apple,4,475
1690, Apple,4,285
1691, Samsung,4,410
1692, Apple,4,260
1693, Motorola,4,50
1694, Apple,4,275
1695, Apple,4,325
1696, Samsung,4,290
1697, Apple,4,700
1698, Samsung,4,120
1699, Apple,4,100
1700, Apple,4,205
1701, Samsung,4,350
1702, Apple,4,130
1703, Apple,4,599
1704, Apple,4,265
1705, Lg,2,70
1706, Lg,4,50
1707, Apple,4,275
1708, Samsung,4,179
1709, Apple,4,160
1710, Apple,4,650
1711, Samsung,4,115
1712, Apple,4,200
1713, Samsung,4,200
1714, Apple,4,300
1715, Apple,4,345
1716, Apple,4,80
1717, Apple,4,240
1718, Samsung,4,325
1719, Samsung,4,130
1720, Apple,4,275
1721, Apple,4,130
1722, Lg,4,100
1723, Apple,4,550
1724, Apple,5,500
1725, Motorola,4,90
1726, Samsung,4,335
1727, Htc,2,95
1728, Apple,4,250
1729, Samsung,4,219
1730, Samsung,4,289
1731, Samsung,4,389
1732, Apple,4,209
1733, Apple,4,90
1734, Apple,4,325
1735, Apple,4,249
1736, Apple,4,449
1737, Samsung,4,189
1738, Samsung,2,199
1739, Samsung,2,160
1740, Samsung,4,329
1741, Samsung,4,429
1742, Samsung,4,239
1743, Samsung,3,449
1744, Apple,4,200
1745, Apple,4,249
1746, Samsung,4,100
1747, Motorola,2,80
1748, Samsung,4,260
1749, Apple,4,160
1750, Apple,4,200
1751, Apple,4,350
1752, Apple,4,80
1753, Apple,4,399
1754, Apple,4,550
1755, Samsung,4,100
1756, Samsung,2,140
1757, Apple,4,750
1758, Apple,2,500
1759, Apple,4,50
1760, Alcatel,4,100
1761, Alcatel,1,100
1762, Apple,4,40
1763, Samsung,4,350
1764, Apple,4,600
1765, Apple,4,360
1766, Apple,4,300
1767, Samsung,4,150
1768, Samsung,4,415
1769, Lg,4,200
1770, Lg,4,130
1771, Apple,4,300
1772, Apple,4,250
1773, Apple,4,400
1774, Apple,2,500
1775, Samsung,4,50
1776, Apple,4,350
1777, Samsung,4,170
1778, Apple,4,375
1779, Lg,4,160
1780, Apple,4,250
1781, Apple,4,350
1782, Apple,4,65
1783, Apple,4,375
1784, Apple,4,350
1785, Samsung,4,300
1786, Apple,4,130
1787, Samsung,2,150
1788, Samsung,4,249
1789, Apple,4,99
1790, Samsung,4,300
1791, Apple,2,120
1792, Samsung,4,310
1793, Apple,4,270
1794, Apple,4,200
1795, Apple,4,220
1796, Apple,4,300
1797, Apple,4,200
1798, Apple,2,99
1799, Apple,4,350
1800, Apple,4,250
1801, Apple,4,99
1802, Apple,4,100
1803, Lg,2,180
1804, Apple,2,329
1805, Samsung,4,320
1806, Apple,4,300
1807, Apple,2,99
1808, Apple,4,200
1809, Apple,4,89
1810, Apple,4,65
1811, Apple,4,300
1812, Lg,4,40
1813, Samsung,3,450
1814, Apple,4,140
1815, Apple,4,80
1816, Apple,4,80
1817, Apple,4,400
1818, Samsung,4,200
1819, Apple,4,120
1820, Samsung,4,540
1821, Apple,2,315
1822, Apple,4,390
1823, Apple,4,300
1824, Apple,3,70
1825, Apple,4,150
1826, Apple,4,80
1827, Apple,2,125
1828, Samsung,4,130
1829, Samsung,4,150
1830, Apple,4,50
1831, Samsung,4,50
1832, Apple,4,65
1833, Apple,2,750
1834, Apple,4,175
1835, Apple,4,220
1836, Apple,4,290
1837, Apple,4,160
1838, Apple,4,240
1839, Apple,2,200
1840, Huawei,4,150
1841, Lg,4,300
1842, Samsung,4,360
1843, Samsung,4,280
1844, Apple,4,579
1845, Samsung,4,360
1846, Apple,4,900
1847, Apple,4,579
1848, Apple,4,60
1849, Apple,2,600
1850, Apple,2,550
1851, Samsung,4,285
1852, Google,4,200
1853, Samsung,4,45
1854, Apple,4,200
1855, Apple,4,750
1856, Apple,2,175
1857, Samsung,4,300
1858, Apple,4,150
1859, Apple,2,50
1860, Apple,4,280
1861, Samsung,4,125
1862, Apple,4,350
1863, Lg,4,350
1864, Samsung,4,289
1865, Samsung,2,310
1866, Apple,4,290
1867, Apple,4,300
1868, Samsung,4,185
1869, Samsung,4,110
1870, Samsung,4,380
1871, Apple,4,320
1872, Samsung,4,400
1873, Apple,4,169
1874, Apple,4,300
1875, Apple,4,100
1876, Huawei,4,520
1877, Apple,4,599
1878, Apple,4,579
1879, Samsung,2,189
1880, Apple,4,265
1881, Lg,4,139
1882, Apple,4,50
1883, Samsung,4,149
1884, Samsung,4,149
1885, Samsung,4,300
1886, Google,4,65
1887, Apple,4,1000
1888, Apple,4,750
1889, Apple,4,416
1890, Samsung,4,149
1891, Apple,4,400
1892, Samsung,4,400
1893, Samsung,4,289
1894, Samsung,4,300
1895, Apple,4,350
1896, Google,2,180
1897, Apple,4,350
1898, Samsung,4,225
1899, Motorola,4,40
1900, Samsung,4,40
1901, Samsung,2,70
1902, Samsung,4,250
1903, Apple,4,175
1904, Apple,4,120
1905, Apple,4,390
1906, Apple,1,45
1907, Lg,4,120
1908, Apple,4,299
1909, Nokia,3,50
1910, Samsung,4,55
1911, Samsung,4,80
1912, Apple,2,500
1913, Nokia,4,110
1914, Apple,4,275
1915, Apple,4,350
1916, Apple,4,175
1917, Apple,4,300
1918, Lg,4,59
1919, Apple,2,65
1920, Apple,4,300
1921, Samsung,2,75
1922, Apple,4,700
1923, Apple,4,220
1924, Motorola,2,99
1925, Apple,4,100
1926, Apple,4,180
1927, Apple,4,270
1928, Apple,4,300
1929, Nokia,4,40
1930, Samsung,4,200
1931, Apple,4,400
1932, Apple,4,360
1933, Apple,2,200
1934, Apple,4,425
1935, Apple,4,200
1936, Apple,4,200
1937, Apple,4,250
1938, Apple,2,260
1939, Apple,4,40
1940, Apple,4,420
1941, apple,4,295
1942, Apple,4,420
1943, Apple,4,800
1944, Apple,4,240
1945, Apple,2,280
1946, Apple,4,280
1947, Apple,4,300
1948, Apple,4,255
1949, Apple,4,140
1950, Apple,2,150
1951, Samsung,4,265
1952, Apple,4,700
1953, Apple,4,220
1954, Apple,4,325
1955, Motorola,4,125
1956, Samsung,4,345
1957, Apple,4,400
1958, Samsung,4,290
1959, Samsung,4,290
1960, Apple,2,500
1961, Apple,4,260
1962, Samsung,4,325
1963, Apple,2,300
1964, Apple,4,300
1965, Apple,4,220
1966, Samsung,4,350
1967, Apple,2,250
1968, Lg,4,315
1969, Apple,4,375
1970, Apple,4,100
1971, Apple,4,285
1972, Samsung,4,320
1973, Apple,4,400
1974, Motorola,4,85
1975, Apple,4,380
1976, Apple,4,130
1977, apple,4,140
1978, Samsung,2,150
1979, Blackberry,4,85
1980, Apple,4,400
1981, Samsung,4,150
1982, Apple,4,150
1983, Lg,4,50
1984, Apple,4,420
1985, Apple,2,600
1986, Apple,4,399
1987, Samsung,4,400
1988, One Plus,4,300
1989, Apple,4,740
1990, Lg,4,160
1991, Apple,4,160
1992, Apple,4,45
1993, Samsung,4,260
1994, Apple,3,450
1995, Apple,4,200
1996, Lg,4,130
1997, Apple,4,200
1998, Apple,4,220
1999, Apple,4,400
2000, Samsung,4,280
2001, Samsung,4,80
2002, Samsung,4,280
2003, Apple,4,300
2004, Apple,4,270
2005, Apple,4,850
2006, Apple,3,450
2007, Apple,4,350
2008, Apple,4,350
2009, Apple,4,220
2010, Blackberry,2,75
2011, Apple,4,75
2012, Lg,4,80
2013, Samsung,4,120
2014, Apple,4,130
2015, Apple,4,430
2016, Apple,4,750
2017, Nokia,4,280
2018, Apple,4,750
2019, Blackberry,4,225
2020, Apple,4,60
2021, Apple,4,150
2022, Samsung,4,90
2023, Lg,4,69
2024, Apple,4,200
2025, Apple,4,920
2026, Apple,3,450
2027, Apple,4,249
2028, Apple,4,149
2029, Lg,4,329
2030, Samsung,4,300
2031, Motorola,2,80
2032, Apple,4,200
2033, Apple,4,275
2034, Lg,4,40
2035, Motorola,4,200
2036, Samsung,2,50
2037, Samsung,4,50
2038, Samsung,4,80
2039, Apple,4,300
2040, Apple,5,599
2041, Apple,4,385
2042, Samsung,4,150
2043, Lg,4,80
2044, Samsung,4,380
2045, Samsung,4,500
2046, Apple,2,300
2047, Apple,4,100
2048, Google,4,600
2049, Apple,4,65
2050, Apple,2,55
2051, Apple,4,55
2052, Apple,4,400
2053, Apple,4,200
2054, Motorola,4,40
2055, Samsung,4,230
2056, Samsung,4,150
2057, Apple,2,300
2058, Apple,4,649
2059, Google,4,300
2060, Apple,4,350
2061, Apple,4,250
2062, Samsung,4,120
2063, Apple,5,500
2064, Apple,2,100
2065, Apple,2,225
2066, Apple,4,150
2067, Apple,4,260
2068, Lg,4,250
2069, Samsung,4,165
2070, Samsung,4,325
2071, Apple,4,250
2072, Apple,4,650
2073, Apple,4,40
2074, Apple,4,45
2075, Apple,4,165
2076, Xiaomi,4,160
2077, Apple,4,430
2078, Apple,4,399
2079, Apple,2,200
2080, Samsung,4,400
2081, Apple,4,260
2082, Apple,4,420
2083, Samsung,4,125
2084, Samsung,4,140
2085, Apple,2,50
2086, Samsung,4,180
2087, Samsung,4,360
2088, Samsung,4,600
2089, Apple,4,90
2090, Apple,4,600
2091, Apple,4,350
2092, Apple,4,120
2093, Apple,4,180
2094, Apple,4,500
2095, Apple,4,150
2096, Samsung,4,600
2097, Apple,4,135
2098, Samsung,4,50
2099, Samsung,4,500
2100, Apple,4,275
2101, Apple,2,175
2102, Samsung,4,300
2103, Apple,4,160
2104, Apple,4,200
2105, Samsung,4,450
2106, Apple,4,200
2107, Apple,4,250
2108, Samsung,4,299
2109, Apple,4,150
2110, Samsung,2,190
2111, Samsung,4,50
2112, Apple,4,1049
2113, Apple,4,1049
2114, Apple,2,340
2115, Apple,4,375
2116, Apple,4,180
2117, Samsung,4,300
2118, Apple,4,175
2119, Apple,4,129
2120, Apple,2,500
2121, Apple,4,700
2122, Apple,4,380
2123, One Plus,4,359
2124, Lg,4,165
2125, Apple,4,750
2126, Samsung,4,175
2127, Samsung,2,135
2128, Apple,4,380
2129, Apple,4,200
2130, Apple,4,100
2131, Apple,4,650
2132, Apple,4,1000
2133, Samsung,4,250
2134, Apple,4,175
2135, Apple,4,275
2136, Apple,4,175
2137, Apple,4,160
2138, Apple,4,90
2139, Apple,2,160
2140, Motorola,4,105
2141, One Plus,4,220
2142, Apple,4,449
2143, Apple,4,375
2144, Apple,4,130
2145, Apple,4,275
2146, Samsung,4,239
2147, Samsung,4,410
2148, Samsung,4,240
2149, Apple,4,200
2150, Apple,4,170
2151, Apple,4,190
2152, Apple,4,590
2153, Samsung,4,510
2154, Samsung,4,350
2155, Samsung,4,175
2156, Apple,4,60
2157, Apple,4,290
2158, Apple,2,230
2159, Apple,4,370
2160, Apple,4,220
2161, Apple,4,220
2162, Apple,4,349
2163, Samsung,4,230
2164, Samsung,4,200
2165, Samsung,3,449
2166, Samsung,4,570
2167, Apple,4,230
2168, Apple,4,290
2169, Apple,2,599
2170, Apple,4,130
2171, Apple,4,50
2172, Apple,4,260
2173, Apple,3,140
2174, Apple,4,270
2175, Apple,4,400
2176, Apple,4,690
2177, Apple,4,700
2178, Samsung,4,350
2179, Apple,4,249
2180, Apple,4,115
2181, Apple,4,350
2182, Apple,4,950
2183, Apple,4,290
2184, Apple,4,410
2185, Samsung,4,490
2186, Apple,4,800
2187, Apple,4,160
2188, Apple,4,130
2189, Samsung,4,410
2190, Apple,4,390
2191, Apple,4,160
2192, Razer,4,280
2193, Apple,4,320
2194, Lg,2,170
2195, Samsung,3,200
2196, Apple,4,485
2197, Lg,4,98
2198, Apple,4,260
2199, Lg,4,150
2200, Apple,2,180
2201, Lg,4,98
2202, Samsung,4,219
2203, Samsung,4,500
2204, Lg,4,50
2205, Apple,4,230
2206, Apple,4,159
2207, Apple,4,50
2208, Apple,2,115
2209, Apple,4,500
2210, Samsung,4,150
2211, Apple,4,320
2212, Apple,4,1000
2213, Lg,4,130
2214, Motorola,2,100
2215, Samsung,1,260
2216, Apple,4,180
2217, Apple,4,225
2218, Asus,4,175
2219, Htc,4,55
2220, Samsung,4,500
2221, Apple,4,160
2222, Samsung,4,250
2223, Motorola,2,90
2224, Apple,2,120
2225, Samsung,4,380
2226, Apple,4,150
2227, Apple,4,175
2228, Apple,4,225
2229, Samsung,4,280
2230, Samsung,4,350
2231, Apple,4,400
2232, Apple,4,799
2233, Apple,4,185
2234, Apple,4,850
2235, Apple,4,169
2236, Lg,4,100
2237, Zte,4,240
2238, Apple,4,250
2239, Samsung,4,135
2240, Apple,4,380
2241, Apple,4,380
2242, Apple,4,650
2243, Samsung,4,310
2244, Apple,4,150
2245, Apple,4,350
2246, Samsung,4,350
2247, Apple,4,150
2248, Apple,4,199
2249, Apple,4,400
2250, Apple,4,260
2251, Samsung,4,270
2252, Apple,4,475
2253, Samsung,4,340
2254, Apple,4,900
2255, Apple,4,160
2256, Apple,4,750
2257, Motorola,4,65
2258, Apple,4,780
2259, Apple,4,350
2260, Apple,4,750
2261, Apple,4,288
2262, Apple,4,288
2263, Apple,2,160
2264, Samsung,4,380
2265, Apple,4,425
2266, Apple,4,350
2267, Apple,4,275
2268, Samsung,4,110
2269, Samsung,4,125
2270, Apple,4,1100
2271, Apple,4,440
2272, Apple,4,598
2273, Apple,4,440
2274, Apple,4,150
2275, Samsung,4,429
2276, Samsung,4,150
2277, Apple,4,300
2278, Apple,2,695
2279, Samsung,4,125
2280, Apple,4,230
2281, Apple,4,140
2282, Apple,4,400
2283, Samsung,4,400
2284, Apple,4,100
2285, Apple,4,225
2286, Samsung,4,275
2287, Apple,4,120
2288, Apple,4,300
2289, Apple,4,250
2290, Apple,4,160
2291, Apple,4,300
2292, Apple,4,299
2293, Apple,4,550
2294, Apple,4,69
2295, Apple,2,175
2296, Apple,4,80
2297, Apple,4,350
2298, Samsung,4,275
2299, Google,4,180
2300, Samsung,4,65
2301, Samsung,4,410
2302, Apple,4,400
2303, Apple,4,299
2304, Apple,4,200
2305, Samsung,4,410
2306, Apple,4,360
2307, Apple,4,200
2308, Motorola,4,95
2309, Samsung,4,380
2310, Samsung,4,180
2311, Samsung,4,139
2312, Apple,4,350
2313, Apple,4,980
2314, Lg,4,120
2315, Apple,2,243
2316, Samsung,4,400
2317, Apple,4,180
2318, Apple,4,100
2319, Apple,5,550
2320, Samsung,2,239
2321, Apple,2,500
2322, Apple,4,300
2323, Apple,4,500
2324, Apple,2,600
2325, Apple,4,700
2326, Apple,4,350
2327, Apple,4,265
2328, Apple,4,575
2329, Apple,4,260
2330, Samsung,4,360
2331, Apple,2,150
2332, Apple,4,265
2333, Motorola,4,85
2334, Apple,4,79
2335, Samsung,4,240
2336, Samsung,4,120
2337, Apple,4,390
2338, Apple,4,400
2339, Apple,4,190
2340, Apple,4,100
2341, Apple,2,250
2342, Apple,2,80
2343, Samsung,4,550
2344, Samsung,4,550
2345, Samsung,4,550
2346, Apple,4,400
2347, Apple,4,339
2348, Samsung,4,100
2349, Apple,4,40
2350, Apple,4,50
2351, Motorola,2,100
2352, Apple,4,300
2353, Samsung,4,440
2354, Apple,4,150
2355, Apple,4,350
2356, Apple,4,55
2357, Apple,4,225
2358, Samsung,4,50
2359, Apple,4,120
2360, Apple,4,599
2361, Apple,4,140
2362, Apple,4,100
2363, Apple,4,190
2364, Apple,4,250
2365, Apple,4,240
2366, Samsung,4,399
2367, Apple,4,300
2368, Samsung,4,350
2369, Samsung,4,350
2370, Apple,4,199
2371, Apple,4,275
2372, Apple,4,300
2373, Samsung,4,250
2374, Apple,4,160
2375, Apple,4,40
2376, Apple,4,159
2377, Apple,4,50
2378, Apple,4,200
2379, Samsung,4,745
2380, Samsung,4,400
2381, Motorola,4,119
2382, Apple,4,275
2383, Apple,4,195
2384, Samsung,4,160
2385, Apple,2,180
2386, Samsung,2,100
2387, Samsung,4,410
2388, Lg,4,40
2389, Google,4,325
2390, Motorola,2,80
2391, Lg,2,40
2392, Motorola,4,130
2393, Apple,4,160
2394, Apple,4,180
2395, Motorola,2,50
2396, Apple,4,350
2397, Apple,4,625
2398, Apple,4,375
2399, One Plus,4,325
2400, Google,4,295
2401, Apple,4,400
2402, Google,3,449
2403, Apple,4,120
2404, Apple,2,675
2405, Lg,4,135
2406, Samsung,4,100
2407, Apple,2,100
2408, Apple,4,340
2409, Apple,4,290
2410, Apple,4,300
2411, Apple,2,500
2412, Apple,4,290
2413, Apple,4,200
2414, Apple,4,175
2415, Apple,4,149
2416, Apple,4,600
2417, Apple,4,420
2418, Lg,4,165
2419, Apple,4,800
2420, Samsung,4,65
2421, Asus,4,85
2422, Apple,2,315
2423, Samsung,4,300
2424, Xiaomi,4,250
2425, Samsung,4,260
2426, Huawei,4,270
2427, Samsung,4,50
2428, Apple,4,560
2429, Apple,4,175
2430, Apple,4,300
2431, Lg,4,130
2432, Apple,4,570
2433, Apple,4,375
2434, Apple,4,150
2435, Apple,4,250
2436, Samsung,2,75
2437, Apple,4,175
2438, Apple,4,800
2439, Lg,4,180
2440, Samsung,4,295
2441, Apple,4,330
2442, Apple,4,50
2443, Apple,2,800
2444, Apple,4,350
2445, Samsung,4,225
2446, Lg,2,80
2447, Lg,4,40
2448, Motorola,2,80
2449, Htc,4,100
2450, Lg,4,60
2451, Samsung,4,400
2452, Apple,2,190
2453, Samsung,4,269
2454, Apple,4,280
2455, Apple,4,1025
2456, Apple,4,380
2457, Apple,4,160
2458, Apple,4,400
2459, Lg,4,300
2460, Apple,2,120
2461, Apple,2,240
2462, Samsung,4,430
2463, Apple,4,250
2464, Apple,4,220
2465, Motorola,4,150
2466, Apple,4,400
2467, Apple,4,250
2468, Apple,4,150
2469, Apple,4,220
2470, Samsung,4,280
2471, Apple,2,180
2472, Samsung,4,120
2473, Apple,4,349
2474, Apple,4,250
2475, Apple,4,220
2476, Apple,4,300
2477, Zte,2,150
2478, Apple,4,375
2479, Apple,4,250
2480, Samsung,4,225
2481, Apple,2,140
2482, Apple,2,800
2483, Samsung,4,840
2484, Apple,4,250
2485, Samsung,4,275
2486, Apple,4,240
2487, apple,2,200
2488, Apple,4,180
2489, Apple,4,180
2490, Samsung,2,160
2491, Samsung,4,160
2492, Apple,1,100
2493, Samsung,4,149
2494, Apple,4,300
2495, Lg,4,100
2496, Apple,3,125
2497, Apple,4,125
2498, Apple,4,245
2499, Apple,4,285
2500, Apple,4,285
2501, Apple,2,350
2502, Apple,4,300
2503, Apple,5,550
2504, Samsung,2,125
2505, Apple,4,190
2506, Samsung,4,400
2507, apple,4,140
2508, Apple,4,250
2509, Apple,4,300
2510, Samsung,4,350
2511, Apple,4,165
2512, Apple,4,90
2513, Samsung,4,375
2514, Apple,4,400
2515, Apple,4,268
2516, Apple,4,280
2517, Apple,2,330
2518, Apple,4,175
2519, Apple,4,260
2520, Apple,4,340
2521, Samsung,4,325
2522, Google,4,295
2523, Apple,4,45
2524, Apple,4,350
2525, Lg,4,100
2526, Samsung,4,139
2527, Samsung,4,149
2528, Apple,4,400
2529, Samsung,4,115
2530, Samsung,2,237
2531, Samsung,4,90
2532, Samsung,4,199
2533, Samsung,4,85
2534, Samsung,4,40
2535, Google,4,450
2536, Samsung,4,139
2537, Samsung,3,59
2538, Samsung,4,199
2539, Samsung,4,139
2540, Samsung,4,365
2541, Samsung,2,149
2542, Samsung,4,139
2543, Apple,4,280
2544, Samsung,4,139
2545, Samsung,4,225
2546, Google,4,250
2547, Samsung,4,135
2548, Samsung,4,285
2549, Apple,4,375
2550, Apple,4,110
2551, Samsung,4,175
2552, Samsung,4,89
2553, Samsung,4,375
2554, Samsung,4,265
2555, Blu,4,100
2556, Samsung,4,225
2557, Apple,4,150
2558, Samsung,4,165
2559, Apple,4,200
2560, Samsung,4,165
2561, Samsung,4,100
2562, Apple,4,50
